id,pali_1,sutta_1
43544,pariy,kāyagatāsatisuttaṃ
43587,pariyāpuṇassu,kusinārasuttaṃ
43697,pariyuṭṭhi,chattamāṇavakavimānavaṇṇanā
43668,pariyogāya,kīṭāgirisuttaṃ
43523,parivīmaṃsamāpajjanta,sīlasuttaṃ
42742,parihāpeti,dutiyadasabalasuttaṃ
40932,palitta,guhaṭṭhakasuttaṃ<br/>aṭṭhakavaggo 2
43972,passasitvā,paṭhama maraṇassatisuttaṃ
71064,passasissati,ānāpānassatisuttaṃ
43992,passita,pāyāsisuttaṃ
46002,pavayha,bhaddālisuttaṃ
46050,pavicaranta,satta-sambojjhaṅgā
40412,pahātuṃ,tayodhammasuttaṃ
41108,paṃsukūlikaṅga,kosiyavaggo
44118,pāṭha 1,kasibhāradvājasuttaṃ vaṇṇanā
41582,pāṇinā,puṇṇasuttaṃ
40067,pādamūla,buddha-vassa-sajjhāyanā
42028,pāpika,kakacūpamasuttaṃ
46163,pāyeti,cetanālakkhaṇa pañho
43217,pāripūrī,bojjhaṅgapabbaṃ
45844,pāvacana 2,mahāparinibbānasuttaṃ
46805,piṇḍapātikaṅga,kosiyavaggo
46938,pitari,mānatthaddhasuttaṃ
46863,pipāsavinaya,sukkavissaṭṭhi sikkhāpada
47925,puṭaṃsa,uposathasuttaṃ
47918,puṭa 2,uposathasuttaṃ
47611,puṇṇaka,puṇṇaka māṇava pucchā<br/>pārāyanavaggo 3
47632,puṇṇamī,buddha-vassa-sajjhāyanā
48022,puttamaṃsa,puttamaṃsūpamasuttaṃ
47952,puthujjanasukha,araṇavibhaṅgasuttaṃ
47807,purimā koṭi,avijjāsuttaṃ
47905,purisindriya,abhidhammabhājanīyaṃ
47759,pūrāpetvā,paṭhamapārājikaṃ
47795,pūreti 1,sāmāvatīvatthu
46250,pemamattaka,bhaddālisuttaṃ
46297,pessaka,vāseṭṭhasuttaṃ
71155,poṭṭhapāda 2,rūpasattakasammasanakathāvaṇṇanā
46349,phagguṇa,buddha-vassa-sajjhāyanā
46472,pharati 2,piṇḍolyasuttaṃ
46479,pharitvāna,devā-ārādhanā
46536,phāsuka 2,mahāsatipaṭṭhānasuttaṃ
46636,phusita 3,pārāpariyattheragāthā
46640,phusituṃ,pārāpariyattheragāthā
46642,phusitvā 2,kīṭāgirisuttaṃ
46646,phussa 2.1,buddha-vassa-sajjhāyanā
46597,phoṭṭhabbappaṭisaṃvedī,upavāṇa sandiṭṭhikasuttaṃ
46598,phoṭṭhabbarāga,upavāṇa sandiṭṭhikasuttaṃ
46599,phoṭṭhabbarāgappaṭisaṃvedī,upavāṇa sandiṭṭhikasuttaṃ
13603,bara,salutation to the triple gem
13168,bahigata,pacalāyamānasuttaṃ
13161,bahiddha,"mātikā, tikamātikā"
13354,bahusādhāraṇa,kāmasuttaniddeso
13624,bāvīsati,abhidhammabhājanīyaṃ
13520,bāḷisika,baḷisasuttaṃ
15003,bimbohana,kaliṅgarasuttaṃ
15327,buddhāna,buddhavaggo
15045,bodhipakkhiya,soppasuttaṃ
15504,byanta,dvedhāvitakkasuttaṃ
70976,byākarissati,majjhesuttaṃ
70758,brahmasama,"māghasuttaṃ,<br/>mahāvaggo 5"
13743,bhagavati,salutation to the triple gem
13763,bhaginicitta,bhāradvājasuttaṃ
13765,bhaginimattī,bhāradvājasuttaṃ
13876,bhaṇanta 2,dhammaṭṭha vaggo
13879,bhaṇāpetvāna,bojjh'aṅga-parittaṃ
13873,bhaṇāmase,salutation to the triple gem
13903,bhaṇḍati,pārāpariyattheragāthā
14372,bhayaṭṭa,piṇḍolyasuttaṃ
14371,bhayato,sammasasuttaṃ
14351,bhayānaka,papātasuttaṃ
14045,bhasmapuṭa 1,āpattibhayasuttaṃ
14046,bhasmapuṭa 2,āpattibhayasuttaṃ
14223,bhavantaṃ,verañjakaṇḍaṃ
14227,bhavanto,pāyāsisuttaṃ
14251,bhavasāta,guhaṭṭhakasuttaniddeso
14369,bhāyati 2,daṇḍavaggo
14185,bhāvanāmaya,suttantabhājanīyaṃ
14493,bhikkhugaṇanā,dhammayuttika-pubbakicca
14507,bhikkhunisaṅgha,bhikkhunīvibhaṅgo
14582,bhiṅkāra,bimbisārasamāgamakathā
14586,bhinnaka 1,salutation to the triple gem
31757,macchamaṃsa,sīhasenāpativatthu
32616,majjhimapaṭipadā,dhammacakkappavattanasuttaṃ
33144,mañjiṭṭha,saṅgāravasuttaṃ
33179,maññati 1,paṭhamasattakasuttaṃ
33022,maṇḍapeyya,dhamma-pahaṃsāna
33637,mattā 2,pārāpariyattheragāthā
33680,mattika,paṭhamapārājika
31882,madhuragga 2,sūdasuttaṃ
32935,manasikaritvā,gaṇakamoggallānasuttaṃ
32788,mamaccayena,mahāparinibbānasuttaṃ
33451,maraṇapariyosāna,pesakāradhītāvatthu
33515,maritabba,pesakāradhītāvatthu
32415,mahattamabhikaṅkhatā,gāravasuttaṃ
32179,mahallikā 1,mahāhatthipadopamasuttaṃ
32265,mahāpajāpati,saṃkhittasuttaṃ
32020,mahābandhana,dutiyamārapāsasuttaṃ
32483,mahāya,dīghajāṇusuttaṃ
31917,māgasira,buddha-vassa-sajjhāyanā
31996,māgha 2,buddha-vassa-sajjhāyanā
33594,mātaraṃ,pakiṇṇakavaggo
71041,mātāpitūpaṭṭhāna,maṅgalasuttaṃ<br/>cūḷavaggo 4
33700,mātucitta,bhāradvājasuttaṃ
33726,mātumattī,bhāradvājasuttaṃ
33326,mānusiya,ratana-sutta<br/>cūḷavaggo 1
33756,māyaṃ vidaṃseti,pheṇapiṇḍūpamasuttaṃ
33750,māyākārantevāsī,pheṇapiṇḍūpamasuttaṃ
33424,mārāmisa,guhaṭṭhakasuttaniddeso
32732,mālavant,jaya-maṅgala-aṭṭha-gāthā
31732,mā ahosi,anatta-lakkhaṇa sutta
71039,mā pamādattha,dvedhāvitakkasuttaṃ
33970,micchatta 2,tikamātikā
34058,mīḷhapabbata,mahāsupinasuttaṃ
34657,muṭṭhasacca,tayodhammasuttaṃ
34582,musala 2,"tatiyapārājikaṃ, vinītavatthu"
33871,mettacittena,vācāsuttaṃ
33880,mettāpāramī,buddha-vassa-sajjhāyanā
34251,momūha,ādittapariyāyasuttaṃ
34278,mosalla,āpattibhayasuttaṃ
69576,yaṅkiñci,anattalakkhaṇasuttaṃ
69764,yathāpaññatta,paṭhamasattakasuttaṃ
69800,yathāsanthatikaṅga,duṭṭhaṭṭhakasuttaṃniddeso
71821,yānī 2,mettāsuttaṃ
69945,yāyaṃ 2,dhamma-cakkappavattana
69999,yeva,karaṇīya mettasuttaṃ
70013,yobbañña,guhaṭṭhakasuttaniddeso
48387,rakkhasa,pārāpariyattheragāthā
48395,rakkhetha,cittavaggo
48367,rajopatha,anupubba-sikkhā
48338,rajjana,bāhiyasuttaṃ vaṇṇanā
48665,raṭṭhapāla,raṭṭhapālasuttaṃ
48576,ratanattaya,ganthārambha-kathā
48622,rathikāya rathikaṃ,āpattibhayasuttaṃ
48428,ramaṇīya 2,arahantavaggo
48516,rasapathavī,aggaññasuttaṃ
48520,rasappaṭisaṃvedī,upavāṇa sandiṭṭhikasuttaṃ
48521,rasarāga,upavāṇa sandiṭṭhikasuttaṃ
48523,rasarāgappaṭisaṃvedī,upavāṇa sandiṭṭhikasuttaṃ
48712,ravi 2.1,buddha-vassa-sajjhāyanā
48170,rājā,nāgavaggo
48180,rājābhinīta,piṇḍolyasuttaṃ
48372,rājūhi,buddha-vassa-sajjhāyanā
48066,rādha,rādhasuttaṃ
48913,rukkhamūlikaṅga,dhutaṅgapañho
48932,rumhaniya,kīṭāgirisuttaṃ
48992,rūpakkhandha,saṅgītisuttaṃ
49027,rūpappaṭisaṃvedī,upavāṇa sandiṭṭhikasuttaṃ
48996,rūpamaya,paṭhamasamuddasuttaṃ
49032,rūparāgappaṭisaṃvedī,upavāṇa sandiṭṭhikasuttaṃ
48942,rūpā,mālukyaputtasuttaṃ
49086,rūpāvacara,suttantabhājanīyaṃ
49129,rūpūpādānakkhandha,cūḷavedallasuttaṃ
48796,rohitassa,rohitassasuttaṃ
31006,lābhasakkārasilokapaṭisaṃyutta,hemaka māṇava pucchā niddeso
31015,lābhena lābhaṃ nijigiṃsanatā,mahācattārīsakasuttaṃ
31170,lālappa,paṭicca samuppāda
31171,lālappanā,paṭicca samuppāda
31172,lālappitatta,paṭicca samuppāda
31676,luddha 2,raṭṭhapālattheragāthā
31524,lokāmisādhimutta,sunakkhattasuttaṃ
31628,lomaṃ pāteti,bhaddālisuttaṃ
55266,saūmi,paṭhamasamuddasuttaṃ
49866,sagāha 2,paṭhama samuddasuttaṃ
49910,saggasaṃvattanika,pattakammasuttaṃ
53540,saṅkaḍḍhati,pārāpariyattheragāthā
53545,saṅkama,bhaddālisuttaṃ
53562,saṅkampi,dhammacakkappavattanasuttaṃ
53787,saṅkiliṭṭha,tāyanasuttaṃ
53783,saṅkilesika,"mātikā, tikamātikā"
53661,saṅkhārakkhandha,saṅgītisuttaṃ
53359,saṅghakaraṇīya,paṭhamasattakasuttaṃ
53438,saṅghuposatha,dhammayuttika-pubbakicca
49585,sacittapariyodapanā,buddhavaggo
49530,saccapāramī,buddha-vassa-sajjhāyanā
53490,sañjagghati,methunasuttaṃ
53505,sañjaneti,duṭṭhaṭṭhakasuttaniddeso
53848,saññākkhandha,saṅgītisuttaṃ
53914,saññāvedayita,mahāvedallasuttaṃ
54032,saññoga,sukkavissaṭṭhi sikkhāpada
54943,satipārisuddhi,mahāsatipaṭṭhānasuttaṃ
55108,sattati,visākhāsuttaṃ
55111,sattatiṃsati,buddha-vassa-sajjhāyanā
55063,sattannaṃ 1,ahirājasuttaṃ
54989,sattabojjhaṅgā,ānāpānassatisuttaṃ
55081,sattarasa 1,buddha-vassa-sajjhāyanā
55133,sattavīsati,buddha-vassa-sajjhāyanā
55151,satthaka 1,dutiya maraṇassatisuttaṃ
49594,sad,cūḷahatthipadopamasuttaṃ
49849,sadosa 2.1,paṭhama samuddasuttaṃ vaṇṇanā
49653,saddappaṭisaṃvedī,upavāṇa sandiṭṭhikasuttaṃ
49655,saddarāga,upavāṇa sandiṭṭhikasuttaṃ
49656,saddarāgappaṭisaṃvedī,upavāṇa sandiṭṭhikasuttaṃ
49708,saddhammamaññāya,sabbhisuttaṃ
49695,saddhājāta,kīṭāgirisuttaṃ
49690,saddhādeyya,sāmaññaphalasuttaṃ
49722,saddhāpabbajita,dutiyadasabalasuttaṃ
49733,saddhāvimutta,kīṭāgirisuttaṃ
53474,sanidassana,tikamātikā
54088,santappati 2.1,maṇikuṇḍala jātaka
54110,santaruttaraparamaṃ,tatuttari sikkhāpada
54062,santaṃ,nīvaraṇapabbaṃ
54246,santīraṇa,bāhiyasuttaṃ vaṇṇanā
54146,santesu,vajirāsuttaṃ
53962,sannipata,saṅghuposatha pubbakaraṇādi vidhi
53968,sannipātabahula,paṭhamasattakasuttaṃ
54334,sapattavatā,mahāsuññatasuttaṃ
54294,sapadānacārika,duṭṭhaṭṭhakasuttaṃniddeso
54296,sapadānacārikaṅga,duṭṭhaṭṭhakasuttaṃniddeso
54309,saparidaṇḍā,cundasuttaṃ
49380,sabbatthamaparājita,maṅgalasuttaṃ<br/>cūḷavaggo 4
49295,sabbapāpa,buddhavaggo
49261,sabbampidaṃ,yamakavaggo
49400,sabbe,daṇḍavaggo
49451,sabhāva 2,bāhiyasuttaṃ vaṇṇanā
50916,samanantara 1,Nidānakathā
51118,samanupassamāna,samanupassanāsuttaṃ
50632,samācare,karaṇīya mettasuttaṃ
50776,samādiyi,kosiyavaggo
52579,samuddati,paṭhamasamuddasuttaṃ vaṇṇanā
52568,samuddana,paṭhamasamuddasuttaṃ vaṇṇanā
51559,sametta,devā-ārādhanā
52028,samosaṭa,paṭhama samuddasuttaṃ vaṇṇanā
52024,samosaranta,paṭhamasamuddasuttaṃ vaṇṇanā
52118,sampakampi,dhammacakkappavattanasuttaṃ
52225,sampaṭicchana 1,bāhiyasuttaṃ vaṇṇanā
52279,sampayutta,tikamātikā
52124,sampalimaṭṭha,ādittapariyāyasuttaṃ
52262,sampavedhi,dhammacakkappavattanasuttaṃ
52263,sampavedhī,nagaropamasuttaṃ
52068,sampādi,sakkapañhasuttaṃ
52063,sampādetuṃ,dhamma-pahaṃsāna
51396,sambāhana,methunasuttaṃ
51431,sambhañjana,kāmasuttaniddeso
54556,saraṇamāgamma,buddhavaggo
54676,sarīrabheda,raṭṭhapālattheragāthā
54671,sarīra 2,mahāsatipaṭṭhānasuttaṃ
49944,sahajāta,Nidānakathā
51714,saṃkī,guhaṭṭhakasuttaniddeso
52455,saṃsīda,dārukkhandh-opama-suttaṃ
52744,saṃvacchara 1,buddha-vassa-sajjhāyanā
53487,sāṇipasibbaka,paṭhamapārājikaṃ
53468,sāṇi 1,paṭhamapārājikaṃ
55152,sātthaka 1,catusampajaññapabbavaṇṇanā
53466,sāni,malavaggo
54326,sāpateyya,bālapaṇḍitasuttaṃ
54340,sāpekkha,paṭhamasattakasuttaṃ
50902,sāmaṇaka,dutiyabhāṇavāro
51625,sāmīcipaṭipanna,dhajaggasuttaṃ
55433,sāyanhasamaya,uposathasuttaṃ
54490,sārada 2,jarāvaggo
54678,sārīradhātu,Homage to the Cetiyas
55390,sāvudha,jaya-maṅgala-aṭṭha-gāthā
55939,sikkhassu,kusinārasuttaṃ
56186,siṅghāṭakena siṅghāṭakaṃ,āpattibhayasuttaṃ
56204,siniddha 3,pārāpariyattheragāthā
56237,sirasā,homage to the Buddha
56017,sīlapāramī,buddha-vassa-sajjhāyanā
55984,sīlabyasana,dukkhasaccaṃ
56008,sīlamaya,suttantabhājanīyaṃ
56289,sīsacchejja,āpattibhayasuttaṃ
57367,sukkapakkha 1,buddha-vassa-sajjhāyanā
56938,sucira,dedication of offerings
57132,sujā 1.1,sundarikasuttaṃ
57570,suññaka,āsīvisopamasuttaṃ
57576,suññatāpaṭisaṃyutta,āṇisuttaṃ
56975,sudaṭṭha,jaya-maṅgala-aṭṭha-gāthā
56961,sudāruṇa,jaya-maṅgala-aṭṭha-gāthā
57527,sunikhāta,nagaropamasuttaṃ
57633,supaṭipanna,sattaṭṭhānasuttaṃ
57634,supaṭippassaddha,mahāsaccakasuttaṃ
57639,supatiṭṭhita 1,adāsi-me ādi gāthā
57592,supabhāta,jaya-parittaṃ
57739,supūjita,mānatthaddhasuttaṃ
56815,subhaddaka,puṇṇasuttaṃ
57411,sulabhati,uddissanādhiṭṭhānā
57946,susu 2,chappāṇakopamasuttaṃ
57129,suhuju,karaṇīya mettasuttaṃ
56949,sūcivāṇijaka,upassayasuttaṃ
55556,senāsanagilānappaccaya,dutiyadasabalasuttaṃ
56508,sokanāsana,gāravasuttaṃ
56521,sokasalla,dukkhasaccaṃ
56582,soṇa 3,cariyasuttaṃ
56741,sotta,ādittapariyāyasuttaṃ
56664,sosānikaṅga,dhutaṅgapañho
56767,sovaggika,pattakammasuttaṃ
64934,vaṅka 1,devadūtasuttaṃ
64220,vacanīyamevāyasmā,dubbaca sikkhāpada
64314,vacīsañcetanā,suttantabhājanīyaṃ
64589,vajjavant,piṇḍolyasuttaṃ
64591,vajjetabba,saṅghuposatha pubbakaraṇādi vidhi
64876,vañcanika,pārāpariyattheragāthā
65606,vaṭṭupaccheda,sukkavissaṭṭhi sikkhāpada
64410,vaḍḍhi 3,iṇasuttaṃ
65489,vattanta,kīṭāgirisuttaṃ
65517,vatteti 2,pārāpariyattheragāthā
65576,vatthuttaya,namo-kāra-aṭṭhaka
65556,vatthu 8,guhaṭṭhakasuttaniddeso
64352,vadaññutā,tayodhammasuttaṃ
64437,vadeyya,chachakkasuttaṃ
64448,vadhati,āsīvisopamasuttaṃ
64898,vandayata,salutation to the triple gem
65111,varataraṃ,jambukatthera vatthu
65198,vasana 2.1,guhaṭṭhakasuttaṃ vaṇṇanā
65287,vasitvā,buddha-vassa-sajjhāyanā
65231,vasena 1,dhammayuttika-pubbakicca
65358,vassūpagata,antarāye anāpattivassacchedavāro
65621,vavatthāpenta,upavāṇa sandiṭṭhikasuttaṃ vaṇṇanā
64504,vaha 2,tirokuṭṭasuttaṃ
64188,vācākamma,pubbaṇhasuttaṃ
65241,vāseṭṭha 2,vāseṭṭhasuttaṃ
67038,vikkhittacitta,tayodhammasuttaṃ
66526,vigatamiddha,karaṇīya mettasuttaṃ
66326,vicikicchita,ratanasuttaṃ<br/>cūḷavaggo 1
67577,viññāṇakkhandha,saṅgītisuttaṃ
67634,viññāpanī,brāhmaṇavaggo
68591,vitakkavaḍḍhana,hemaka māṇava pucchā niddeso
66399,videssanā,kuṭikāra sikkhāpada
66425,vidhāvita,pārāpariya-thera-gāthā
67519,vinimocayanta,nama-kāra-siddhi-gāthā
67554,vinivijjhana,kāmasuttaniddeso
67761,vipariṇamanta,guhaṭṭhakasuttaniddeso
67725,vipākī,dhamma-gārava
67909,vippayutta 1,Nidānakathā
67874,vippariṇāmadhamma,raṭṭhapālattheragāthā
67863,vippalapa,pāyāsisuttaṃ
67864,vippalāpa,dukkhasaccaṃ
66204,vibhāvayitvā,hemaka māṇava pucchā niddeso
66228,vibhūta 2,hemaka māṇava pucchā niddeso
68941,viyākaṃsu,hemaka māṇava pucchā<br/>pārāyanavaggo 8
71134,viraha 4,bāhiyasuttaṃ vaṇṇanā
73794,virāganirodha,mahāsatipaṭṭhānasuttaṃ
67987,virāgūpasama,cundīsuttaṃ
68078,viriyapāramī,buddha-vassa-sajjhāyanā
68145,virūparūpena,raṭṭhapāla-thera-gāthā
67168,vilokana,buddha-vassa-sajjhāyanā
67174,viloketvā,buddha-vassa-sajjhāyanā
68266,visaññoga,sukkavissaṭṭhi sikkhāpada
68385,visiṭṭha,duṭṭhaṭṭhakasuttaniddeso
68537,visūka 2,sabbāsavasuttaṃ
68343,visesādhigama,dutiyasattakasuttaṃ
68471,vissara,tiracchānagata vatthu
68932,vividha 2,sattajaṭilasuttaṃ
66602,vihanti,raṭṭhapāla-thera-gāthā
68644,vītasoka,visākhāsuttaṃ
67232,vīmaṃsī,kalahavivādasuttaṃ<br/>aṭṭhakavaggo 11
68299,vīsativassa 1,ūnavīsativassa sikkhāpada
69168,vuttaṃ hoti,kasibhāradvājasuttaṃ vaṇṇanā
69139,vūpasammati 2,bhaddālisuttaṃ
66079,veṭhita 2,veṭhita sikkhāpada
65753,vedanākkhandha,saṅgītisuttaṃ
66016,verinesu,sukhavaggo
66025,vesākha,buddha-vassa-sajjhāyanā
68973,vocarita,kīṭāgirisuttaṃ
69079,voṭṭhabbana,bāhiyasuttaṃ vaṇṇanā
68995,vodiṭṭha,kīṭāgirisuttaṃ
69046,voropetukāma,yamakasuttaṃ
24394,hirikopīnapaṭicchādanatthaṃ,sabbāsavasuttaṃ
24324,hiṃsā,brāhmaṇavaggo
24375,hīnohamasmī,soṇasuttaṃ
24479,hurā huraṃ 1,taṇhāvaggo
24279,hetuka,tikamātikā
71016,homa 2.2,mahāparinibbānasuttaṃ
