id,pali_1,sutta_2
52283,sampha,mahāsatipaṭṭhānasuttaṃ
52295,samphassaja,dukkhasaccaṃ
51411,sambandha 1,mahāsatipaṭṭhānasuttaṃ
51461,sambhavesī,karaṇīya mettasuttaṃ
51455,sambhāvanā,pārāpariyattheragāthā
51799,sammajjana,dhammayuttika-pubbakicca
51759,sammada 1,nīvaraṇappahāna vaggo
51959,sammudita,māgaṇḍiyasuttaṃ
55443,sayanta,pārāpariyattheragāthā
55419,sayāna,karaṇīya mettasuttaṃ
54624,saravana,cakkavattisuttaṃ
54460,sara 1.1,chappāṇakopamasuttaṃ
50567,sallāpa,māgaṇḍiyasuttaṃ
55369,savicāra,gaṇakamoggallānasuttaṃ
55382,savitakka,gaṇakamoggallānasuttaṃ
49977,sahasā 2,nālakasuttaṃ<br/>mahāvaggo 11
50010,sahassī,paṭhamakosalasuttaṃ
51701,saṃkhitta 1,madhupiṇḍikasuttaṃ
52911,saṃyama 1,dhammaṭṭhavaggo
52433,saṃsaṭṭha 1,saṅgāravasuttaṃ
52428,saṃsarita 1,mahāparinibbānasuttaṃ
52809,saṃvaṭṭa,bhayabheravasuttaṃ
52810,saṃvaṭṭakappa,bhayabheravasuttaṃ
52820,saṃvaṭṭavivaṭṭakappa,bhayabheravasuttaṃ
52815,saṃvattanika 1,kosambiyasuttaṃ
52789,saṃvarati,āpattipaṭikamma vidhi
52778,saṃvara 1,gaṇakamoggallānasuttaṃ
52890,saṃvijjati 1,koṭṭhikasuttaṃ
51601,saṃharitvā 1,bhikkhunīvibhaṅgo
50604,saṃ 1.1,saṃkhittasuttaṃ
49150,sa kho so,abhiṇhapaccavekkhitabbaṭhānasuttaṃ
50242,sākhā 2,upanisasuttaṃ
54886,sātarūpa,sammasasuttaṃ
49843,sādiyati 2,methunasuttaṃ
49775,sādhāraṇa,kosambiyasuttaṃ
53466,sāni,"potaliyasuttaṃ, kāmādīnavakathā"
50808,sāmaggī 2,dhammayuttika-pubbakicca
51019,sāmaññagata,kosambiyasuttaṃ
51048,sāmaññattha,piṇḍolyasuttaṃ
51010,sāmañña 2,kosambiyasuttaṃ
55449,sāyatatiyakaṃ,cundasuttaṃ
55444,sāyanta,aggaññasuttaṃ
55429,sāyanha,puttamaṃsūpamasuttaṃ
54505,sāragavesī,pheṇapiṇḍūpamasuttaṃ
50598,sālohita,pāyāsisuttaṃ
54742,sāsana 1,ratanasuttaṃ<br/>cūḷavaggo 1
55939,sikkhassu,anupubba-sikkhā
56326,sita 1.1,ujjhānasaññisuttaṃ
56257,siriṃsapa 1,ahirājasuttaṃ
56271,siro 1,dhammaṭṭhavaggo
55969,sīla 2,sukhavaggo
57186,sukata 2,sāleyyakasuttaṃ
57355,sukka 1,paṇḍitavaggo
57295,sukhavihāra,samādhibhāvanāsuttaṃ
57089,sugatacīvara,nanda sikkhāpada
57560,suñña 2,pabbajitābhiṇhasuttaṃ
57490,suṇātu,ratanasuttaṃ<br/>cūḷavaggo 1
58007,sutta 1.3,mohana sikkhāpada
57480,sunakkhatta 2,sunakkhattasuttaṃ
57633,supaṭipanna,buddha-dhamma-saṅgha-guṇā
57708,suppaṭippassaddha,mahāsaccakasuttaṃ
57692,suppahīna,mahāsaccakasuttaṃ
56837,subharatā,saṃkhittasuttaṃ
57783,surāpāna 1,suddhapācittiyā
57412,suladdha,nikkhantasuttaṃ
57406,sulabha,matasuttaṃ
58164,suvisuddha,dhammacakkappavattanasuttaṃ
57122,suhajjakula,channasuttaṃ
57124,suhata 1,yavakalāpisuttaṃ
56789,su 2,karaṇīya mettasuttaṃ
56953,sūda,sūdasuttaṃ
57766,sūrakathā,sāmaññaphalasuttaṃ
55749,seyyathīdaṃ,mahāsatipaṭṭhānasuttaṃ
55595,sesaka,pārāpariyattheragāthā
55688,sevanā 1,tayodhammasuttaṃ
55680,sevālamālika,cundasuttaṃ
55716,sevitabba 2,dhammacakkappavattanasuttaṃ
56532,sokī,paṭhamadārukkhandhopamasuttaṃ
56682,sotabba 2,paṭhamasattakasuttaṃ
56723,sotasamphassapaccayā,ādittasuttaṃ
56707,sotāpatti,cakkhusuttaṃ
56417,so 2.1,dhammaṭṭha vaggo
56409,sneha 2,mahāsaccakasuttaṃ
64476,vagga 2,suddhapācittiyā
64194,vacana 2,dubbaca sikkhāpada
64288,vacī 1,kosambiyasuttaṃ
64582,vajjanīya,saṅghuposatha pubbakaraṇādi vidhi
64932,vañjha,ādittapariyāyasuttaṃ
64954,vaṇṇa 05,sāriputtattherāpadānaṃ
65373,vata 1.1,sāriputtasuttaṃ<br/>aṭṭhakavaggo 16
65445,vatta 2,dhammayuttika-pubbakicca
65495,vattāro,kusinārasuttaṃ
65585,vattī 1.1,brahmanimantanikasuttaṃ
65586,vattī 2.1,mahāparinibbānasuttaṃ
65550,vatthu 2,kuṭikāra sikkhāpada
65554,vatthu 6,mettāsuttaṃ
64437,vadeyya,cattāro mahāpadesā
64448,vadhati,karuṇābhāvanākathā
65020,vanta 1,sunakkhattasuttaṃ
65638,vayadhamma,mahāsatipaṭṭhānasuttaṃ
65112,varatta,channasuttaṃ
64730,valita,devadūtasuttaṃ
65176,vasala,vasalasuttaṃ<br/>uragavaggo
65183,vasaṃ gata,ādittapariyāyasuttaṃ
65208,vasānuga 1,pārāpariyattheragāthā
65230,vase,cakkasuttaṃ
65231,vasena 1,bāhiyasuttaṃ vaṇṇanā
65424,vātavuṭṭhi,nahāna sikkhāpada
64365,vādappamokkha,brahmacariyasuttaṃ
65145,vārita 1,sakalikasuttaṃ
65174,vāsaka 1.1,cīvarapaṭiggahaṇasikkhāpadaṃ
64654,vāḷa 1.1,guhaṭṭhakasuttaṃ vaṇṇanā
66239,vicāra 1,mahāsatipaṭṭhānasuttaṃ
66314,vicikicchānusaya,madhupiṇḍikasuttaṃ
66731,vijānana,viññāṇalakkhaṇa pañho
68608,vitakkūpasama,andhakaraṇasuttaṃ
68763,vittiṃ āpajjati,methunasuttaṃ
66473,vidugga 1,candūpamasuttaṃ
67404,vinassa,rāja sikkhāpada
67685,vinodayanta,dvedhāvitakkasuttaṃ
67754,vipariṇāma,anattalakkhaṇasuttaṃ
67793,vipassaka,soppasuttaṃ
67865,vippalapanta,revatīvimānavatthu
66159,vibhajjabyākaraṇīya,pañhabyākaraṇasuttaṃ
66157,vibhajja 1,pañhabyākaraṇasuttaṃ
66220,vibhūsā,pārāpariyattheragāthā
66219,vibhoti,kalahavivādasuttaṃ<br/>aṭṭhakavaggo 11
67304,vimuccituṃ,assutavāsuttaṃ
68013,virajjati 2,sāṭimattiyattheragāthā
68020,virajjituṃ,assutavāsuttaṃ
67976,virāgasaññā,saññāsuttaṃ
67983,virāgī 1.1,nibbedhikasuttaṃ
68066,viriya,buddha-vassa-sajjhāyanā
68216,visamalobha,pattakammasuttaṃ
68512,vissuta,aṅgulimālasuttaṃ
68874,vivaṭṭakappa,bhayabheravasuttaṃ
68866,vivaṭṭa 1,brahmāyusuttaṃ
68867,vivaṭṭa 2,bhayabheravasuttaṃ
68927,vivicca,gaṇakamoggallānasuttaṃ
68929,vivicceva,gaṇakamoggallānasuttaṃ
66651,vihassati,aruṇavatīsuttaṃ
66593,vihaṃsu,pārāpariyattheragāthā
66656,vihātabba,dutiya maraṇassatisuttaṃ
66710,vihita 1,upakkilesasuttaṃ
66695,vihiṃsaka,sallekhasuttaṃ
66117,vi 1,karaṇīya mettasuttaṃ
68706,vītivatta 1,arahantasuttaṃ
69205,vuṭṭhahati 1,paṭhamasattakasuttaṃ
69206,vuṭṭhahati 2,ukkhittāsikasuttaṃ
65846,vega 1,paṭhama samuddasuttaṃ
66083,veti,chachakkasuttaṃ
65730,veda 3,māgaṇḍiyasuttaṃ<br/>aṭṭhakavaggo 9
65811,vedehiputta,kaliṅgarasuttaṃ
66112,veyyāvaccakara,rāja sikkhāpada
66025,vesākha,rūpasattakasammasanakathāvaṇṇanā
65854,veha,mūlapariyāyasuttaṃ
69021,vokāra 1,suttantabhājanīyaṃ
69025,vokiṇṇa 1,dutiyadasabalasuttaṃ
69054,vosāna 1,raṭṭhapālattheragāthā
69055,vosāna 2,dutiyasattakasuttaṃ
68964,vo 1.1,mahāassapurasuttaṃ
23857,haññamāna 1,puttamaṃsūpamasuttaṃ
24023,hata 1,vipallāsasuttaṃ
24025,hata 3,cundasuttaṃ
24107,hatthāroha 1,kandarakasuttaṃ
24143,hatthigavassavaḷava,kandarakasuttaṃ
23901,haraṇa 1,sīhanādasuttaṃ
23945,harita 1.2,mahallakavihāra sikkhāpada
23946,harita 1.3,mahallakavihārasikkhāpadaṃ
23804,haliddā,dutiyagaddulabaddhasuttaṃ
23980,hasa,apanidhāna sikkhāpada
23993,hasanta,methunasuttaṃ
24008,hasita 1,methunasuttaṃ
23889,hāra 1,bhārasuttaṃ
24433,hiti,taṇhāvaggo
24383,hiraññasuvaṇṇa,paṭhamapārājikaṃ
24398,hirimant,tatiyasattakasuttaṃ
24409,hirīyati 1,nagaropamasuttaṃ
24415,hisi,bhikkhuvaggo
24324,hiṃsā,dhammaṭṭhavaggo
24265,heṭṭhima,"tatiyapārājikaṃ, vinītavatthu"
