id,pali_1,sutta_2
5249,anaññātaññassāmītindriya,abhidhammabhājanīyaṃ
5560,anattato,sammasasuttaṃ
5539,anattani,vipallāsasuttaṃ
5520,anatta 1,maggavaggo
5574,anatthavādī,cundasuttaṃ
5332,ananuvajja,vācāsuttaṃ
5396,anapāyī,yamakavaggo
4976,anabhirata 2,rāgapeyyālaṃ
4980,anabhirati,nikkhantasuttaṃ
5609,anavaññattipaṭisaṃyutta,hemaka māṇava pucchā niddeso
4935,ana 1,sabbāsavasuttaṃ
5086,anāgata 1,paṭhamasattakasuttaṃ
5379,anāpanna,dhammayuttika-pubbakicca
5983,anicchāsaññā,girimānandasuttaṃ
6116,aniṭṭhaṅgata,abhayasuttaṃ
6983,anukampī,mettāsuttaṃ
7014,anukkhitta,dhammayuttika-pubbakicca
7002,anukhuddaka,vilekhana sikkhāpada
6855,anudayatā,hemaka māṇava pucchā niddeso
7235,anupanāha,sallekhasuttaṃ
7292,anupariyāya,nagaropamasuttaṃ
7294,anupariyāyapatha,nagaropamasuttaṃ
7218,anupalabbhamāna 1,yamakasuttaṃ
7174,anupādinna,tikamātikā
7893,anuyuñjati 1,araṇavibhaṅgasuttaṃ
7894,anuyuñjati 2,appamādavaggo
7576,anusārī 4,gaṇakamoggallānasuttaṃ
7672,anussaritar,nagaropamasuttaṃ
7693,anussāvesi,dhammacakkappavattanasuttaṃ
6714,anu 2,mohana sikkhāpada
6715,anu 3,ukkacelasuttaṃ
6422,anoka 1,paṇḍitavaggo
6464,anottāpī,sallekhasuttaṃ
6436,anoma 1,duṭṭhaṭṭhakasuttaniddeso
5699,andha 1,indriyabhāvanāsuttaṃ
6197,annā,tatiya nibbāna paṭisaṃyuttasuttaṃ
7953,anvāya 1,sappurisasuttaṃ
4931,an 2,santuṭṭhasuttaṃ
71825,apararatta,soppasuttaṃ
8532,apariyādinna 2,kesamuttisuttaṃ
8444,aparihāna,parihānasuttaṃ
8445,aparihānadhamma,parihānadhammasuttaṃ
7968,apa 1,saṃkhittasuttaṃ
8348,apāra 2,alagaddūpamasuttaṃ
8782,api 1.3,taṇhāvaggo
71146,api 1.7,dhammacakkappavattanasuttaṃ
9240,apurakkharāna,hāliddikānisuttaṃ
9064,appaṭikūla,indriyabhāvanāsuttaṃ
9031,appaṭibaddha,piyavaggo
9121,appaṭivattiya,dhammacakkappavattanasuttaṃ
8995,appasāda,sukkavissaṭṭhi sikkhāpada
8833,appa 1,pārāpariyattheragāthā
66,abbata,dhammaṭṭha vaggo
70935,abbuḷhasalla,guhaṭṭhakasuttaṃ<br/>aṭṭhakavaggo 2
159,abbhuggacchi,dhammacakkappavattanasuttaṃ
1271,abyākata,tikamātikā
1301,abyāpanna,gaṇakamoggallānasuttaṃ
1309,abyāseka,pārāpariyattheragāthā
300,abhāvitakāya 1,cakkasuttaṃ
301,abhāvitakāya 2,bhāradvājasuttaṃ
302,abhāvitapañña,bhāradvājasuttaṃ
303,abhāvitasīla,bhāradvājasuttaṃ
542,abhikkantāya rattiyā,paṭhamapajjunnadhītusuttaṃ
787,abhiññā 1,upādiyamānasuttaṃ
617,abhinandituṃ,ajātasuttaṃ
716,abhininnāmi,bhayabheravasuttaṃ
734,abhinipphanna,devadahasuttaṃ
341,abhibhāyatana,parihānadhammasuttaṃ
343,abhibhosmi,abhiṇha-paccavekkhitabba-ṭhāna-suttaṃ
569,abhimaddati,kathāvatthusuttaṃ
988,abhisanda 1,paṭhamapuññābhisandasuttaṃ
965,abhisambujjhitvā,buddha-vassa-sajjhāyanā
330,abhi 1,oghataraṇasuttaṃ
4547,amakkha,sallekhasuttaṃ
4510,amacca 2,mahāsatipaṭṭhānasuttaṃ
4590,amaññissaṃ,upālisuttaṃ
4702,amāyā,sallekhasuttaṃ
4901,amukhara,pārāpariyattheragāthā
4913,amūḷha 2,adhikaraṇasamathā
4781,amhākaṃ 2,gaṇakamoggallānasuttaṃ
12868,ayamassa,kesamuttisuttaṃ
12862,ayamahamasmi,yavakalāpisuttaṃ
13008,ayosaṅku,ādittapariyāyasuttaṃ
9256,ara,brahmāyusuttaṃ
9560,ariya 4,mahāassapurasuttaṃ
9762,arūparāga,saṅgītisuttaṃ
4237,alamariyañāṇadassana,pabbajitābhiṇhasuttaṃ
4338,alāta,devadahasuttaṃ
4378,alika 1,dhammaṭṭha vaggo
4403,alīnacitta,tayodhammasuttaṃ
4481,aloṇika,sūdasuttaṃ
10108,asaṅkhāditvā,biḷārasuttaṃ
10178,asanta 1.2,sañjīva jātakaṃ
10010,asampajañña,tayodhammasuttaṃ
10400,asika,ukkhittāsikasuttaṃ
10760,asukha,ariy'aṭṭhaṅgika-magga
10714,asubha 1,saññāsuttaṃ
10588,assamapada,kuddāla jātakavaṇṇanā
10682,assayuja 1,rūpasattakasammasanakathāvaṇṇanā
10509,assa 4.1,nidānuddeso
11882,ava,dutiyadasabalasuttaṃ
11901,avacara 2,ajātasuttaṃ
11897,avacaṃ,uttarimanussadhamma sikkhāpada
11894,avaca 1.1,paṇḍitavaggo
12026,avajjhāyati,mahācundasuttaṃ
12123,avañjha,dutiyadasabalasuttaṃ
12281,avatiṭṭhati,tevijjasuttaṃ
12315,avatthāraka,tiṇavatthārakaṃ
12238,avasitta,cūḷasaccakasuttaṃ
12245,avassaṃ,pesakāradhītāvatthu
12454,avigata,paṭṭhāna-mātikā-pāṭho
12608,avinayavādī,cundasuttaṃ
12653,avipariṇāma,gomayapiṇḍasuttaṃ
12771,avūpakaṭṭha,mahāsaccakasuttaṃ
12773,avūpasanta,nīvaraṇappahāna vaggo
3141,aho 2,ambaṭṭhasuttaṃ
4881,aṃsa 1.1,nālandasuttaṃ
4883,aṃsa 2.1,uposathasuttaṃ
1,ā,mahāsatipaṭṭhānasuttaṃ
2550,āgacchati 1,paṭhamasattakasuttaṃ
70939,āgaccheyya,paṭhamasattakasuttaṃ
1405,ācaya 1,assutavāsuttaṃ
1624,ācikkhana,dhammayuttika-pubbakicca
3243,ājañña,buddhavaggo
10816,ātapa 1,sabbāsavasuttaṃ
1686,āda,abhiṇhapaccavekkhitabbaṭhānasuttaṃ
2451,ādittasīsa,dutiya maraṇassatisuttaṃ
2389,ādīnava 1,raṭṭhapālattheragāthā
1916,ādeti 1,vasalasuttaṃ<br/>uragavaggo
1966,ādhāna 2,bhaddālisuttaṃ
2177,ādhipateyya,mūlakasuttaṃ
5364,ānāpāna 1,ānāpānassatisuttaṃ
6751,ānubhāva 2,ādittasuttaṃ
8646,āpatti 1,cakkhusuttaṃ
8301,āpanna 2,mahāpadānasuttaṃ
8303,āpanna 4,mohana sikkhāpada
8071,āpādeti 1,bhāradvājasuttaṃ
4601,āmantayati 1,mahāgovindasuttaṃ
4800,āmisa 4,guhaṭṭhakasuttaniddeso
12924,āyatana 3,saḷāyatanavibhaṅgasuttaṃ
12857,āyāma 1.1,channasuttaṃ
9381,ārakā 1,mahāsaccakasuttaṃ
9512,āraññikaṅga,duṭṭhaṭṭhakasuttaṃniddeso
9433,ārambha 1.1,saṃkhittasuttaṃ
9457,ārammaṇa 5,upavāṇasandiṭṭhikasuttaṃ vaṇṇanā
9295,ārādhanā 1,buddha-vassa-sajjhāyanā
9428,ārāmatā,parihānasuttaṃ
9661,ārogyamada,abhiṇha-paccavekkhitabba-ṭhāna-suttaṃ
9670,āroha 1,kandarakasuttaṃ
4459,ālokasaññā,pacalāyamānasuttaṃ
9909,āsāḷhā,Calendar
11983,āvahati 1,dhammikattheragāthā
12569,āvikaroti 2,cundasuttaṃ<br/>uragavaggo 5
12397,āvesana 1,ghaṭikārasuttaṃ
3014,āharati 2.1,paṇītabhojana sikkhāpada
25046,iṭṭha 2,paṭhama samuddasuttaṃ vaṇṇanā
24760,iṇaṭṭa,piṇḍolyasuttaṃ
24959,itara 1,pārāpariyattheragāthā
25034,ittara 1,kāmasuttaniddeso
25061,itthaṃ,paṭhamaupakkhaṭa sikkhāpada
25044,ittha 2,dutiyadvayasuttaṃ
25095,itthikathā,sāmaññaphalasuttaṃ
25092,itthikā,kulasuttaṃ
24558,ida,poṭṭhapādasuttaṃ
24587,idappaccayā,avijjāsuttaṃ
24562,idaṃ tasmiṃ,mohana sikkhāpada
24666,idhūpapanno,upakkilesasuttaṃ
24720,imasmiṃ 2,bhayasuttaṃ
24743,imināpetaṃ,koṭṭhikasuttaṃ
24734,imesaṃ 1,kandarakasuttaṃ
24847,iriyā 1,pārāpariyattheragāthā
24898,isipatana,anattalakkhaṇasuttaṃ
24672,iha,dutiyadasabalasuttaṃ
24884,īsī,attantapasuttaṃ
61579,uggacchanta,purisindriyañāṇasuttaṃ
61618,uggamana 1,kaliṅgarasuttaṃ
61572,ugga 1,āsīvisopamasuttaṃ
61071,ucchādana 1,methunasuttaṃ
61742,ujjalana,dhammayuttika-pubbakicca
64041,uṭṭhāna 1,bhaddālisuttaṃ
64108,utukkhāna,dhammayuttika-pubbakicca
63994,uttariṃ 1,gaṇakamoggallānasuttaṃ
63880,uttāna 1,dutiyadasabalasuttaṃ
63881,uttāna 2,pārāpariyattheragāthā
61293,udarāvadehakaṃ,pārāpariyattheragāthā
61507,uddisitvā 2.1,pāyāsisuttaṃ
61372,uddesa 3,kuṭikāra sikkhāpada
61375,uddesa 6,kaṇṭaka sikkhāpada
61420,uddhambhāgiya,saṅgītisuttaṃ
61412,uddhaṃ adho tiriyaṃ,cūḷāssapurasuttaṃ
62588,upakappati,tirokuṭṭasuttaṃ
62619,upakkamati 1,dutiya maraṇassatisuttaṃ
63210,upaṭṭhāna 1,maṅgalasuttaṃ<br/>cūḷavaggo 4
62400,upaḍḍha 1,paṭhama maraṇassatisuttaṃ
62455,upadhiviveka,guhaṭṭhakasuttaniddeso
62888,upapajjamāna,nibbedhikasuttaṃ
71113,upapajjeyya,asibandhakaputtasuttaṃ
62910,upaparikkhitabba,attadīpasuttaṃ
63338,upaya 2,dutiyahāliddikānisuttaṃ
62940,uparati,sabbāsavasuttaṃ
62942,upari 1,vehāsakuṭi sikkhāpada
63289,upavajjakula,channasuttaṃ
63287,upavajja 1,channasuttaṃ
63275,upavāda,sādhusuttaṃ
63321,upavicāra 1,aṭṭhasatasuttaṃ
62272,upa 1,ratanasuttaṃ<br/>cūḷavaggo 1
63391,upekkhāpāramī,buddha-vassa-sajjhāyanā
63450,uposathakamma,dhammayuttika-pubbakicca
63449,uposathagga,dhammayuttika-pubbakicca
63439,uposatha 1,dhammayuttika-pubbakicca
71116,uppajjeyya,godhasakkasuttaṃ
63601,uppatita 2,kodhavaggo
63610,uppatti 1,paṭhama samuddasuttaṃ vaṇṇanā
63588,uppāṭetvā 1,seṭṭhiputtavatthu
60853,ubbandhitvā,guttilavimānavaṇṇanā
60944,ubhatobhāga,kīṭāgirisuttaṃ
60989,ubhayattha 2,dhamma-pahaṃsāna
63668,urunda,sakkapañhasuttaṃ
63737,ussahati 1.1,caṅkīsuttaṃ
63732,ussāha,dutiya maraṇassatisuttaṃ
63803,ussuka,pārāpariyattheragāthā
21642,ekatta 2,tāyanasuttaṃ
21464,ekampi,bhayabheravasuttaṃ
21579,ekaratta,bhaddekarattasuttaṃ
21471,ekaṃsabyākaraṇīya,pañhabyākaraṇasuttaṃ
21312,eka 4,karaṇīya mettasuttaṃ
21367,ekādasama,buddha-vassa-sajjhāyanā
21599,ekāsana 3,bhaddālisuttaṃ
21603,ekāsanika,dhutaṅgapañho
21415,ekāhamata,devadūtasuttaṃ
21712,ekissā,puttamaṃsūpamasuttaṃ
21731,ekūna,buddha-vassa-sajjhāyanā
21734,ekūnapaññāsā,buddha-vassa-sajjhāyanā
21726,ekodiṃ karoti,paṭhamajhānapañhāsuttaṃ
21885,etadattha,cūḷasāropamasuttaṃ
21901,etamatthaṃ 1,madhupiṇḍikasuttaṃ
21921,etasmā 1,yamakasuttaṃ
21830,esāhaṃ,gaṇakamoggallānasuttaṃ
22132,evarūpī,gaṇakamoggallānasuttaṃ
22093,evaṃsamācāra,chappāṇakopamasuttaṃ
22000,evaṃ sante,indriyabhāvanāsuttaṃ
38592,ogha 2,tālapuṭattheragāthā
38679,ojavant 1,kīṭāgirisuttaṃ
39220,ottappati 1,nagaropamasuttaṃ
39224,ottappiya,vitthatadhanasuttaṃ
39215,ottāpī,sampannasīlasuttaṃ
38486,odahati 1,kīṭāgirisuttaṃ
38553,odhi,atammayasuttaṃ
39006,ora 1,dutiyasattakasuttaṃ
38836,olokana,kuṭikārasikkhāpadaṃ
38653,ohita 1,soṇasuttaṃ
27298,kaṅkala,potaliyasuttaṃ
26228,kacca,sakkaccapaṭiggahaṇa sikkhāpada
26230,kaccāna,kaccānagottasuttaṃ
26261,kacci nu kho,dasadhammā pabbajita-abhiṇha-paccavekkhaṇā
26244,kacchamāna,dukkathāsuttaṃ
28003,kaṭaggaha,bālapaṇḍitasuttaṃ
27994,kaṭacchu,pārāpariyattheragāthā
28006,kaṭāha 1,mahāsatipaṭṭhānasuttaṃ
28361,kaṭuka 2,sumedhātherīgāthā
28116,kaṭhalā 2,paṭhama mahānāmasuttaṃ
28206,kaṭhina 1,udositasikkhāpadaṃ
27405,kaṇṭakaṭṭhāna,pārāpariyattheragāthā
27238,kaṇha 1,paṇḍitavaggo
28090,katatta,dhammayuttika-pubbakicca
28091,katattā,dhammayuttika-pubbakicca
27976,kata 1,dvedhāvitakkasuttaṃ
28280,kattabbatā,saṅghuposatha pubbakaraṇādi vidhi
28282,kattar 1,pattakammasuttaṃ
28339,kattikā 1,rūpasattakasammasanakathāvaṇṇanā
28355,kattuṃ,ambalaṭṭhika rāhulovādasuttaṃ
28399,katvāna 1,pārāpariyattheragāthā
28398,katvā 2,sotasuttaṃ
28107,kathā 2,māgaṇḍiyasuttaṃ<br/>aṭṭhakavaggo 9
26267,kad,samāsakappa 335
26297,kaddama 1,arahantavaggo
27419,kantāraddhānamagga,mahāassapurasuttaṃ
27460,kapalla 1,loṇakapallasuttaṃ
27512,kappa 1.6,maṅgalasuttaṃ<br/>cūḷavaggo 4
27012,kammappatta,dhammayuttika-pubbakicca
27024,kammāraputta,cundasuttaṃ
27021,kammārāmatā,parihānasuttaṃ
27083,kammī,pāpavaggo
27668,karaṇa 5,saṅghuposatha pubbakaraṇādi vidhi
27793,karitvā 1,paṇītabhojana sikkhāpada
27772,kareyya 1,udapānasuttaṃ
26470,kalala,saṅgāravasuttaṃ
26486,kalaṃ nāgghati soḷasiṃ,rāmaṇeyyakasuttaṃ
27869,kasaṭa 2,cūḷaassapurasuttaṃ
27873,kasāva 1,yamakavaggo
27927,kasira 1,dīghajāṇusuttaṃ
27928,kasira 2,nagaropamasuttaṃ
27956,kassapa 1,pāpasāmaṇerīsuttaṃ
28406,kavāṭa,tiracchānagata vatthu
27113,kaṃsakūṭa,kandarakasuttaṃ
27982,kātabba 1,dhammayuttika-pubbakicca
26773,kāmaguṇa 2,raṭṭhapālattheragāthā
26829,kāmapipāsā,mahāsaccakasuttaṃ
26806,kāmamucchā,mahāsaccakasuttaṃ
26854,kāmasneha,mahāsaccakasuttaṃ
26798,kāmaṃ 1,nāgavaggo
26740,kāma 4,māgaṇḍiyasuttaṃ<br/>aṭṭhakavaggo 9
28530,kāyasaṅkhāra 2,suttantabhājanīyaṃ
27642,kāraka 2,jarāvaggo
27643,kāraka 3,avagaṇḍakāraka sikkhāpada
27670,kāraṇa 2,paṭhama samuddasuttaṃ vaṇṇanā
27616,kāra 1,sīlasuttaṃ
27617,kāra 2,jarāvaggo
27730,kārāpetvā 2,paṭhamapārājikaṃ
27762,kāretabba 2,mohana sikkhāpada
26490,kālamakāsi,"tatiyapārājikaṃ, vinītavatthu"
26412,kāla 2.1,gaṇakamoggallānasuttaṃ
27853,kāsa 1.1,nadīsuttaṃ
29455,kikī 1,brahmajālasuttaṃ
29735,kiñci 2,ratanasuttaṃ<br/>cūḷavaggo 1
29874,kitti,cundīsuttaṃ
29793,kira 1,sudattasuttaṃ
29835,kismiñcideva,bhikkhunupassayasuttaṃ
29831,kismiṃ 1,devadahasuttaṃ
29837,kissa 1,udapānasuttaṃ
29666,kiṃlakkhaṇa,viññāṇalakkhaṇa pañho
29573,kiṃ 2,udapānasuttaṃ
29574,kiṃ 3,sumedhātherīgāthā
29887,kīva,paṭhamasattakasuttaṃ
29562,kīḷita 1,methunasuttaṃ
30376,kukkuṭa,cariyasuttaṃ
30394,kukkuṭasūkarā,kandarakasuttaṃ
30398,kukkuṭī,vāsijaṭasuttaṃ
30244,kucchi 2,buddha-vassa-sajjhāyanā
30932,kuṭumbika,jambukatthera vatthu
30273,kuḍḍa,puttamaṃsūpamasuttaṃ
30626,kuṇḍala 1,raṭṭhapālattheragāthā
30490,kumāra 2,mahāpadānasuttaṃ
30405,kula 2,kuladūsaka sikkhāpada
30472,kulla 1,alagaddūpamasuttaṃ
30749,kusalamūla,akusalamūlasuttaṃ
30936,kuvaṃ,sāriputtasuttaṃ<br/>aṭṭhakavaggo 16
30301,kuhanā,brahmacariyasuttaṃ
30816,kūṭa 1,kandarakasuttaṃ
28592,kecime,puṇṇaka māṇava pucchā<br/>pārāyanavaggo 3
29925,koci 2,daṇḍavaggo
29950,kodhasāmanta,cundasuttaṃ
30061,kopīna,pārāpariyattheragāthā
30078,kosa 4,mahallakavihāra sikkhāpada
30954,ky,mānatthaddhasuttaṃ
28769,khajjati 1,chabbassasikkhāpada
28871,khaṇḍa 1,channasuttaṃ
28966,khantī,maṅgalasuttaṃ<br/>cūḷavaggo 4
28825,khama 2,caṅkamasuttaṃ
29021,khārika 1.1,sūdasuttaṃ
29391,khura 1,ādittapariyāyasuttaṃ
71031,khemaka 2,abhirūpanandātherīapadānaṃ
29332,kho pana,mahāparinibbānasuttaṃ
22573,gaṇana 1,uposathasuttaṃ
22773,gaṇikā,pārāpariyattheragāthā
22802,gaṇṭhi 1,seṭṭhiputtavatthu
22602,gaṇḍamūla,udakasuttaṃ
22895,gata 4,pārāpariyattheragāthā
71837,gantabba 4,mahāpadesasuttaṃ
22145,gabbha 3,udositasikkhāpadaṃ
22456,gamanāya,alagaddūpamasuttaṃ
22510,gambhīrapañña,ratanasuttaṃ<br/>cūḷavaggo 1
22542,gamma 1,dhamma-cakkappavattana
71006,garu 5,paṭhamasattakasuttaṃ
22950,gava,kandarakasuttaṃ
22964,gavassa,kandarakasuttaṃ
22231,gaha 1,nāgavaggo
22232,gaha 2,cūḷahatthipadopamasuttaṃ
22329,gahetvā 5,chappāṇakopamasuttaṃ
22466,gāmanigamarājadhānī,cakkavattisuttaṃ
73798,gāvo 2,uposathasuttaṃ
22335,gāhī 1,gaṇakamoggallānasuttaṃ
22397,gāḷha 2,āpattibhayasuttaṃ
23390,gimhāna,ratanasuttaṃ<br/>cūḷavaggo 1
23382,gilati,baḷisasuttaṃ
23679,gumba 1,mahāassapurasuttaṃ
23740,gūthagata 1,piṇḍolyasuttaṃ
23641,gū 2,mahāassapurasuttaṃ
23551,gopānasī,devadūtasuttaṃ
23147,ghāta 1,attavaggo
23269,ghosita,pārāpariyattheragāthā
15714,cakkhuppāda,māgaṇḍiyasuttaṃ
15699,cakkhumant 2,ambaṭṭhasuttaṃ
15685,cakkhu 4,dhammacakkappavattanasuttaṃ
15824,caṇḍāla 1,sīhanādasuttaṃ
16100,catubbidha,catusampajaññapabbavaṇṇanā
16030,caritvā 2.1,bālapaṇḍitasuttaṃ
15593,ca 2,yamakavaggo
16200,cātummahārājika 1,dhammacakkappavattanasuttaṃ
15945,cāra 1.1,mahāsatipaṭṭhānasuttaṃ
15998,cārī 2.1,sāriputtasuttaṃ<br/>aṭṭhakavaggo 16
17088,ci,mahāassapurasuttaṃ
17118,ciṇṇa 1,saṅghādisesuddeso
17288,cittamidaṃ,cittavaggo
17351,cittavipallāsa,vipallāsasuttaṃ
17232,citta 2.1,raṭṭhapālattheragāthā
17236,citta 2.3,dutiyagaddulabaddhasuttaṃ
17239,citta 2.6,rūpasattakasammasanakathāvaṇṇanā
17127,cintā,pārāpariyattheragāthā
17173,cirapabbajita,paṭhamasattakasuttaṃ
17157,cīra,bāhiyasuttaṃ
17627,cuṇṇaka,mahāsatipaṭṭhānasuttaṃ
17518,cuddasa 1,buddha-vassa-sajjhāyanā
17615,cunda 1,cundasuttaṃ
16521,cetayitvā,cetanālakkhaṇa pañho
16492,cetarahi,gāravasuttaṃ
16522,cete,caṅkīsuttaṃ
16559,cetoparivitakka,piṇḍolyasuttaṃ
16598,cevettha,āsīvisopamasuttaṃ
16437,ce 2,sahassavaggo
17473,codiyamāna,assakhaḷuṅkasuttaṃ
17465,codetuṃ,kusinārasuttaṃ
17491,coraghāta,pāyāsisuttaṃ
16627,chada 1,brahmāyusuttaṃ
16919,chava 3,piṇḍolyasuttaṃ
16602,cha bāhirāni āyatanāni,saḷāyatanavibhaṅgasuttaṃ
16869,chāta,sumedhātherīgāthā
16937,chāyā 1,yamakavaggo
16994,chidda 2,sīhanādasuttaṃ
17045,chinna 5,attadaṇḍasuttaṃ<br/>aṭṭhakavaggo 15
16970,chejja 1,āpattibhayasuttaṃ
25139,jacca,māgaṇḍiyasuttaṃ
25362,janapadavitakka,hemaka māṇava pucchā niddeso
25514,jara 1,candūpamasuttaṃ
25188,jahati 2,mahāvedallasuttaṃ
25181,jahanta,pheṇapiṇḍūpamasuttaṃ
25603,jātarūparajatapaṭiggahaṇa,kandarakasuttaṃ
25767,jāyetha,caṅkīsuttaṃ
26125,jīyati 2.1,bālapaṇḍitasuttaṃ
26077,jīvikattha,pārāpariyattheragāthā
26073,jīvikā,pabbajitābhiṇhasuttaṃ
26088,jīvitamada,abhiṇha-paccavekkhitabba-ṭhāna-suttaṃ
26087,jīvitaṃ kappeti,mahāsatipaṭṭhānasuttaṃ
26072,jīvī 2,appamādavaggo
26174,juṇha,uruvela pāṭihāriya kathā
25795,jeṭṭha 1,mānatthaddhasuttaṃ
25823,jhāna 1,gaṇakamoggallānasuttaṃ
35839,ñātibyasana,dukkhasaccaṃ
35912,ñātivitakka,hemaka māṇava pucchā niddeso
60618,ṭṭha,anuruddha mahāvitakkasuttaṃ
59815,ṭhapetvā 3,tiṇavatthārakaṃ
59728,ṭhānaṃ vijjati,girimānandasuttaṃ
59744,ṭhānāṭhāna 2,kathāvatthusuttaṃvaṇṇanā
59766,ṭhāniya 1,paññāsuttaṃ
59948,ṭhita 3,dhammayuttika-pubbakicca
59980,ṭhitika 1,mahāparinibbānasuttaṃ
18407,ḍayhamāna 1,sattisuttaṃ
58419,tajja 2,nibbedhikasuttaṃ
58737,taṇhāsaṅkhayavimutta,dutiyahāliddikānisuttaṃ
59283,tato tato 1,revatīvimānavatthu
59270,tato 1,mahārāhulovādasuttaṃ
59275,tato 6,uttarimanussadhamma sikkhāpada
59299,tatra tatra 1,sabbāsavasuttaṃ
58276,tad,mahāparinibbānasuttaṃ
58306,tadajjahaṃ,nāgavaggo
58340,tadanvaya,aniccasaññāsuttaṃ
58896,tappati 2.1,yamakavaggo
58602,tammaya,māgaṇḍiyasuttaṃ<br/>aṭṭhakavaggo 9
59013,tasmiṃ 2,sunakkhattasuttaṃ
59043,tassapi,sunakkhattasuttaṃ
58535,taṃ kiṃ maññatha,anatta-lakkhaṇa sutta
58537,taṃ kutettha labbhā,mahāparinibbānasuttaṃ
58388,tādisikā,kuladūsaka sikkhāpada
58521,tāḷī,cakkasuttaṃ
58224,tā 1.2,bhikkhunupassayasuttaṃ
60166,tikkha 2,paṭhama maraṇassatisuttaṃ
60516,tiṭṭhaṃ,karaṇīya mettasuttaṃ
60553,titti 1,raṭṭhapālattheragāthā
60554,titti 2,samatittika sikkhāpada
60104,tibbasārāga,piṇḍolyasuttaṃ
60357,tiracchāna 1,methunadhamma sikkhāpada
60415,tiro,upakkilesasuttaṃ
