timestamp,file,line,control,handler,event,ms
2026-09-17T18:29:32.477,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,1.1
2026-09-17T18:29:32.543,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.4
2026-09-17T18:29:32.626,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.3
2026-09-17T18:29:32.812,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.3
2026-09-17T18:29:32.868,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.3
2026-09-17T18:29:32.973,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.3
2026-09-17T18:29:33.390,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,0.5
2026-09-17T18:29:33.724,gui2/main.py,219,Page,App.on_keyboard,keyboard_event,1.1
2026-09-17T18:29:35.013,gui2/dpd_fields.py,876,DpdTextField,DpdFields.grammar_blur,blur,0.5
2026-09-17T18:29:35.205,gui2/pass2_add_view.py,751,Button,Pass2AddView._click_run_tests,click,125.1
2026-09-17T18:29:37.170,gui2/pass2_add_view.py,792,Button,Pass2AddView._click_add_to_db,click,610.2
