bjt_sutta_code	bjt_web_code	bjt_filename	bjt_book_id	bjt_page_num	bjt_page_offset	bjt_piṭaka	bjt_nikāya	bjt_mahāvagga	bjt_book	bjt_vagga	bjt_sutta
sn-5-1-6-3	sn-5-1-6-3	sn-5	20	52	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	chandasuttaṃ
sn-5-1-6-4	sn-5-1-6-4	sn-5	20	52	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	attasuttaṃ
sn-5-1-6-5	sn-5-1-6-5	sn-5	20	52	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	diṭṭhisuttaṃ
sn-5-1-6-6	sn-5-1-6-6	sn-5	20	52	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	appamādasuttaṃ
sn-5-1-6-7	sn-5-1-6-7	sn-5	20	52	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	yonisosuttaṃ
sn-5-1-6-8	sn-5-1-6-8	sn-5	20	54	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiyakalyāṇamittasuttaṃ
sn-5-1-6-9	sn-5-1-6-9	sn-5	20	54	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya sīlasuttaṃ
sn-5-1-6-10	sn-5-1-6-10	sn-5	20	54	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya chandasuttaṃ
sn-5-1-6-11	sn-5-1-6-11	sn-5	20	54	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya attasuttaṃ
sn-5-1-6-12	sn-5-1-6-12	sn-5	20	56	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya diṭṭhisuttaṃ
sn-5-1-6-13	sn-5-1-6-13	sn-5	20	56	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya appamādasuttaṃ
sn-5-1-6-14	sn-5-1-6-14	sn-5	20	56	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya yonisosuttaṃ
sn-5-1-7-1	sn-5-1-7-1	sn-5	20	58	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	kalyāṇamittasuttaṃ
sn-5-1-7-2	sn-5-1-7-2	sn-5	20	58	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	sīlasuttaṃ
sn-5-1-7-3	sn-5-1-7-3	sn-5	20	58	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	chandasuttaṃ
sn-5-1-7-4	sn-5-1-7-4	sn-5	20	58	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	attasuttaṃ
sn-5-1-7-5	sn-5-1-7-5	sn-5	20	60	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	diṭṭhisuttaṃ
sn-5-1-7-6	sn-5-1-7-6	sn-5	20	60	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	appamādasuttaṃ
sn-5-1-7-7	sn-5-1-7-7	sn-5	20	60	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	yonisosuttaṃ
sn-5-1-7-8	sn-5-1-7-8	sn-5	20	60	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiyakalyāṇamittasuttaṃ
sn-5-1-7-9	sn-5-1-7-9	sn-5	20	62	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya sīlasuttaṃ
sn-5-1-7-10	sn-5-1-7-10	sn-5	20	62	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya chandasuttaṃ
sn-5-1-7-11	sn-5-1-7-11	sn-5	20	62	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya attasuttaṃ
sn-5-1-7-12	sn-5-1-7-12	sn-5	20	62	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya diṭṭhisuttaṃ
sn-5-1-7-13	sn-5-1-7-13	sn-5	20	62	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya appamādasuttaṃ
sn-5-1-7-14	sn-5-1-7-14	sn-5	20	64	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya yonisosuttaṃ
sn-5-1-8-1	sn-5-1-8-1	sn-5	20	66	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	kalyāṇamittasuttaṃ
sn-5-1-8-2	sn-5-1-8-2	sn-5	20	66	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	sīlasuttaṃ
sn-5-1-8-3	sn-5-1-8-3	sn-5	20	66	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	chandasuttaṃ
sn-5-1-8-4	sn-5-1-8-4	sn-5	20	66	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	attasuttaṃ
sn-5-1-8-5	sn-5-1-8-5	sn-5	20	68	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	diṭṭhisuttaṃ
sn-5-1-8-6	sn-5-1-8-6	sn-5	20	68	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	appamādasuttaṃ
sn-5-1-8-7	sn-5-1-8-7	sn-5	20	68	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	yonisosuttaṃ
sn-5-1-8-8	sn-5-1-8-8	sn-5	20	68	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya kalyāṇamittasuttaṃ
sn-5-1-8-9	sn-5-1-8-9	sn-5	20	70	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya sīlasuttaṃ
sn-5-1-8-10	sn-5-1-8-10	sn-5	20	70	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya chandasuttaṃ
sn-5-1-8-11	sn-5-1-8-11	sn-5	20	70	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya attasuttaṃ
sn-5-1-8-12	sn-5-1-8-12	sn-5	20	70	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya diṭṭhisuttaṃ
sn-5-1-8-13	sn-5-1-8-13	sn-5	20	70	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya appamādasuttaṃ
sn-5-1-8-14	sn-5-1-8-14	sn-5	20	72	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya yonisosuttaṃ
sn-5-1-9-1	sn-5-1-9-1	sn-5	20	74	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pācīnaninnasuttaṃ
sn-5-1-9-2	sn-5-1-9-2	sn-5	20	74	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya pācīnaninnasuttaṃ
sn-5-1-9-3	sn-5-1-9-3	sn-5	20	74	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	tatiya pācīnaninnasuttaṃ
sn-5-1-9-4	sn-5-1-9-4	sn-5	20	74	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	catuttha pācīnaninnasuttaṃ
sn-5-1-9-5	sn-5-1-9-5	sn-5	20	76	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pañcama pācīnaninnasuttaṃ
sn-5-1-9-6	sn-5-1-9-6	sn-5	20	76	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	chaṭṭha pācīnaninnasuttaṃ
sn-5-1-9-7	sn-5-1-9-7	sn-5	20	76	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	samuddaninnasuttaṃ
sn-5-1-9-8	sn-5-1-9-8	sn-5	20	76	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya samuddaninnasuttaṃ
sn-5-1-9-9	sn-5-1-9-9	sn-5	20	76	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	tatiya samuddaninnasuttaṃ
sn-5-1-9-10	sn-5-1-9-10	sn-5	20	78	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	catuttha samuddaninnasuttaṃ
sn-5-1-9-11	sn-5-1-9-11	sn-5	20	78	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pañcama samuddaninnasuttaṃ
sn-5-1-9-12	sn-5-1-9-12	sn-5	20	78	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	chaṭṭha samuddaninnasuttaṃ
sn-5-1-10-1	sn-5-1-10-1	sn-5	20	80	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pācīnaninnasuttaṃ
sn-5-1-10-2	sn-5-1-10-2	sn-5	20	80	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya pācīnaninnasuttaṃ
sn-5-1-10-3	sn-5-1-10-3	sn-5	20	80	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	tatiya pācīnaninnasuttaṃ
sn-5-1-10-4	sn-5-1-10-4	sn-5	20	80	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	catuttha pācīnaninnasuttaṃ
sn-5-1-10-5	sn-5-1-10-5	sn-5	20	82	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pañcama pācīnaninnasuttaṃ
sn-5-1-10-6	sn-5-1-10-6	sn-5	20	82	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	chaṭṭha pācīnaninnasuttaṃ
sn-5-1-10-7	sn-5-1-10-7	sn-5	20	82	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	samuddaninnasuttaṃ
sn-5-1-10-8	sn-5-1-10-8	sn-5	20	82	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya samuddaninnasuttaṃ
sn-5-1-10-9	sn-5-1-10-9	sn-5	20	82	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	tatiya samuddanininnasuttaṃ
sn-5-1-10-10	sn-5-1-10-10	sn-5	20	84	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	catutthasamuddaninnasuttaṃ
sn-5-1-10-11	sn-5-1-10-11	sn-5	20	84	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pañcama samuddaninnasuttaṃ
sn-5-1-10-12	sn-5-1-10-12	sn-5	20	84	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	chaṭṭha samuddaninnasuttaṃ
sn-5-1-11-1	sn-5-1-11-1	sn-5	20	86	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pācīnaninnasuttaṃ
sn-5-1-11-2	sn-5-1-11-2	sn-5	20	86	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya pācīnaninnasuttaṃ
sn-5-1-11-3	sn-5-1-11-3	sn-5	20	86	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	tatiya pācīnaninnasuttaṃ
sn-5-1-11-4	sn-5-1-11-4	sn-5	20	86	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	catuttha pācīnaninnasuttaṃ
sn-5-1-11-5	sn-5-1-11-5	sn-5	20	88	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pañcama pācīnaninnasuttaṃ
sn-5-1-11-6	sn-5-1-11-6	sn-5	20	88	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	chaṭṭha pācīnaninnasuttaṃ
sn-5-1-11-7	sn-5-1-11-7	sn-5	20	88	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	samuddaninnasuttaṃ
sn-5-1-11-8	sn-5-1-11-8	sn-5	20	88	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya samuddaninnasuttaṃ
sn-5-1-11-9	sn-5-1-11-9	sn-5	20	88	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	tatiya samuddaninnasuttaṃ
sn-5-1-11-10	sn-5-1-11-10	sn-5	20	90	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	catuttha samuddaninnasuttaṃ
sn-5-1-11-11	sn-5-1-11-11	sn-5	20	90	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pañcama samuddaninnasuttaṃ
sn-5-1-11-12	sn-5-1-11-12	sn-5	20	90	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	chaṭṭha samuddaninnasuttaṃ
sn-5-1-12-1	sn-5-1-12-1	sn-5	20	92	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pācīnaninnasuttaṃ
sn-5-1-12-2	sn-5-1-12-2	sn-5	20	92	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya pācīnaninnasuttaṃ
sn-5-1-12-3	sn-5-1-12-3	sn-5	20	92	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	tatiya pācīnaninnasuttaṃ
sn-5-1-12-4	sn-5-1-12-4	sn-5	20	92	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	catuttha pācīnaninnasuttaṃ
sn-5-1-12-5	sn-5-1-12-5	sn-5	20	92	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pañcama pācīnaninnasuttaṃ
sn-5-1-12-6	sn-5-1-12-6	sn-5	20	94	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	chaṭṭha pācīnaninnasuttaṃ
sn-5-1-12-7	sn-5-1-12-7	sn-5	20	94	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	samuddaninnasuttaṃ
sn-5-1-12-8	sn-5-1-12-8	sn-5	20	94	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	dutiya samuddaninnasuttaṃ
sn-5-1-12-9	sn-5-1-12-9	sn-5	20	94	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	tatiya samuddaninnasuttaṃ
sn-5-1-12-10	sn-5-1-12-10	sn-5	20	96	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	catuttha samuddaninnasuttaṃ
sn-5-1-12-11	sn-5-1-12-11	sn-5	20	96	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	pañcama samuddaninnasuttaṃ
sn-5-1-12-12	sn-5-1-12-12	sn-5	20	96	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	paṭipattivaggo	chaṭṭha samuddaninnasuttaṃ
sn-5-1-13-1	sn-5-1-13-1	sn-5	20	98	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	appamādavaggo	tathāgatasuttaṃ
sn-5-1-13-2	sn-5-1-13-2	sn-5	20	98	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	appamādavaggo	dutiya tathāgatasuttaṃ
sn-5-1-13-3	sn-5-1-13-3	sn-5	20	100	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	appamādavaggo	tatiya tathāgatasuttaṃ
sn-5-1-13-4	sn-5-1-13-4	sn-5	20	100	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	appamādavaggo	catuttha tathāgatasuttaṃ
sn-5-1-14-1	sn-5-1-14-1	sn-5	20	106	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	balakaraṇīyavaggo	balasuttaṃ
sn-5-1-14-2	sn-5-1-14-2	sn-5	20	106	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	balakaraṇīyavaggo	dutiyabalasuttaṃ
sn-5-1-14-3	sn-5-1-14-3	sn-5	20	106	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	balakaraṇīyavaggo	tatiyabalasuttaṃ
sn-5-1-14-4	sn-5-1-14-4	sn-5	20	108	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	balakaraṇīyavaggo	catutthabalasuttaṃ
sn-5-1-15-1	sn-5-1-15-1	sn-5	20	122	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	esanāvaggo	esanāsuttaṃ
sn-5-1-15-2	sn-5-1-15-2	sn-5	20	122	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	esanāvaggo	dutiya esanāsuttaṃ
sn-5-1-15-3	sn-5-1-15-3	sn-5	20	122	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	esanāvaggo	tatiya esanāsuttaṃ
sn-5-1-15-4	sn-5-1-15-4	sn-5	20	124	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	maggasaṃyuttaṃ	esanāvaggo	catuttha esanāsuttaṃ
sn-5-2-1-1	sn-5-2-1-1	sn-5-2	20	140	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	pabbatavaggo	himavantasuttaṃ
sn-5-2-1-2	sn-5-2-1-2	sn-5-2	20	140	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	pabbatavaggo	kāyasuttaṃ
sn-5-2-1-3	sn-5-2-1-3	sn-5-2	20	146	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	pabbatavaggo	sīlasuttaṃ
sn-5-2-1-4	sn-5-2-1-4	sn-5-2	20	150	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	pabbatavaggo	vatthasuttaṃ
sn-5-2-1-5	sn-5-2-1-5	sn-5-2	20	152	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	pabbatavaggo	bhikkhusuttaṃ
sn-5-2-1-6	sn-5-2-1-6	sn-5-2	20	154	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	pabbatavaggo	kuṇḍaliyasuttaṃ
sn-5-2-1-7	sn-5-2-1-7	sn-5-2	20	158	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	pabbatavaggo	kūṭāgārasuttaṃ
sn-5-2-1-8	sn-5-2-1-8	sn-5-2	20	158	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	pabbatavaggo	upavānasuttaṃ
sn-5-2-1-9	sn-5-2-1-9	sn-5-2	20	160	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	pabbatavaggo	uppādasuttaṃ
sn-5-2-1-10	sn-5-2-1-10	sn-5-2	20	160	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	pabbatavaggo	dutiya uppādasuttaṃ
sn-5-2-2-1	sn-5-2-2-1	sn-5-2	20	162	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	gilānavaggo	pāṇasuttaṃ
sn-5-2-2-2	sn-5-2-2-2	sn-5-2	20	162	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	gilānavaggo	sūriyasuttaṃ
sn-5-2-2-3	sn-5-2-2-3	sn-5-2	20	162	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	gilānavaggo	dutiyasuriyasuttaṃ
sn-5-2-2-4	sn-5-2-2-4	sn-5-2	20	164	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	gilānavaggo	gilānasuttaṃ
sn-5-2-2-5	sn-5-2-2-5	sn-5-2	20	166	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	gilānavaggo	dutiya gilānasuttaṃ
sn-5-2-2-6	sn-5-2-2-6	sn-5-2	20	166	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	gilānavaggo	tatiya gilānasuttaṃ
sn-5-2-2-7	sn-5-2-2-7	sn-5-2	20	168	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	gilānavaggo	apārasuttaṃ
sn-5-2-2-8	sn-5-2-2-8	sn-5-2	20	170	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	gilānavaggo	āraddhasuttaṃ
sn-5-2-2-9	sn-5-2-2-9	sn-5-2	20	170	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	gilānavaggo	ariyasuttaṃ
sn-5-2-2-10	sn-5-2-2-10	sn-5-2	20	170	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	gilānavaggo	nibbidāsuttaṃ
sn-5-2-3-1	sn-5-2-3-1	sn-5-2	20	172	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	udāyivaggo	bodhāyasuttaṃ
sn-5-2-3-2	sn-5-2-3-2	sn-5-2	20	172	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	udāyivaggo	desanāsuttaṃ
sn-5-2-3-3	sn-5-2-3-3	sn-5-2	20	172	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	udāyivaggo	ṭhānasuttaṃ
sn-5-2-3-4	sn-5-2-3-4	sn-5-2	20	174	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	udāyivaggo	yonisosuttaṃ
sn-5-2-3-5	sn-5-2-3-5	sn-5-2	20	174	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	udāyivaggo	aparihāniyasuttaṃ
sn-5-2-3-6	sn-5-2-3-6	sn-5-2	20	176	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	udāyivaggo	khayasuttaṃ
sn-5-2-3-7	sn-5-2-3-7	sn-5-2	20	176	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	udāyivaggo	nirodhasuttaṃ
sn-5-2-3-8	sn-5-2-3-8	sn-5-2	20	178	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	udāyivaggo	nibbedhasuttaṃ
sn-5-2-3-9	sn-5-2-3-9	sn-5-2	20	178	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	udāyivaggo	ekadhammasuttaṃ
sn-5-2-3-10	sn-5-2-3-10	sn-5-2	20	180	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	udāyivaggo	udāyīsuttaṃ
sn-5-2-4-1	sn-5-2-4-1	sn-5-2	20	184	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	nīvaraṇavaggo	kusalasuttaṃ
sn-5-2-4-2	sn-5-2-4-2	sn-5-2	20	184	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	nīvaraṇavaggo	dutiyakusalasuttaṃ
sn-5-2-4-3	sn-5-2-4-3	sn-5-2	20	186	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	nīvaraṇavaggo	kilesasuttaṃ
sn-5-2-4-4	sn-5-2-4-4	sn-5-2	20	188	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	nīvaraṇavaggo	anāvaraṇasuttaṃ
sn-5-2-4-5	sn-5-2-4-5	sn-5-2	20	188	0	suttantapiṭake	saṃyuttanikāyo	mahāvaggo	bojjhaṅgasaṃyuttaṃ	nīvaraṇavaggo	yonisosuttaṃ
