bjt_sutta_code	bjt_web_code	bjt_filename	bjt_book_id	bjt_page_num	bjt_page_offset	bjt_piṭaka	bjt_nikāya	bjt_book	bjt_minor_section	bjt_vagga	bjt_sutta
kn-vv-7-5	kn-vv-7-5	kn-vv	30	188	0	suttantapiṭake	khuddakanikāyo	vimānavatthupāḷi		7. sunikkhittavaggo	ambavimānaṃ
kn-vv-7-6	kn-vv-7-6	kn-vv	30	192	0	suttantapiṭake	khuddakanikāyo	vimānavatthupāḷi		7. sunikkhittavaggo	gopāla vimānaṃ
kn-vv-7-7	kn-vv-7-7	kn-vv	30	196	0	suttantapiṭake	khuddakanikāyo	vimānavatthupāḷi		7. sunikkhittavaggo	kanthaka vimānaṃ
kn-vv-7-8	kn-vv-7-8	kn-vv	30	198	0	suttantapiṭake	khuddakanikāyo	vimānavatthupāḷi		7. sunikkhittavaggo	aneka vaṇṇa vimānaṃ
kn-vv-7-9	kn-vv-7-9	kn-vv	30	202	0	suttantapiṭake	khuddakanikāyo	vimānavatthupāḷi		7. sunikkhittavaggo	maṭṭakuṇḍalī vimānaṃ
kn-vv-7-10	kn-vv-7-10	kn-vv	30	216	0	suttantapiṭake	khuddakanikāyo	vimānavatthupāḷi		7. sunikkhittavaggo	serissakavimānaṃ
kn-vv-7-11	kn-vv-7-11	kn-vv	30	218	0	suttantapiṭake	khuddakanikāyo	vimānavatthupāḷi		7. sunikkhittavaggo	sunikkhittavimānaṃ
kn-pv-1-1	kn-pv-1-1	kn-pv	30	2	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	khettūpamapetavatthu paṭhamaṃ
kn-pv-1-2	kn-pv-1-2	kn-pv	30	2	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	sūkaramukhapetavatthu dutiyaṃ
kn-pv-1-3	kn-pv-1-3	kn-pv	30	4	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	pūtimukhapetavatthu tatiyaṃ
kn-pv-1-4	kn-pv-1-4	kn-pv	30	4	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	piṭṭhadhītalikapetavatthu catutthaṃ
kn-pv-1-5	kn-pv-1-5	kn-pv	30	6	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	tirokuḍḍapetavatthu pañcamaṃ
kn-pv-1-6	kn-pv-1-6	kn-pv	30	8	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	pañcaputtakhādakapetavatthu chaṭṭhamaṃ
kn-pv-1-7	kn-pv-1-7	kn-pv	30	10	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	sattaputtakhādakapetavatthu sattamaṃ
kn-pv-1-8	kn-pv-1-8	kn-pv	30	12	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	goṇapetavatthu aṭṭhamaṃ
kn-pv-1-9	kn-pv-1-9	kn-pv	30	12	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	mahāpesakārapetavatthu navamaṃ
kn-pv-1-10	kn-pv-1-10	kn-pv	30	16	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	khallāṭiyapetavatthu dasamaṃ
kn-pv-1-11	kn-pv-1-11	kn-pv	30	18	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	nāgapetavatthu ekādasamaṃ
kn-pv-1-12	kn-pv-1-12	kn-pv	30	20	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		1. uragavaggo	uragapetavatthu dvādasamaṃ
kn-pv-2-1	kn-pv-2-1	kn-pv	30	24	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	saṃsāramocakapetavatthu paṭhamaṃ
kn-pv-2-2	kn-pv-2-2	kn-pv	30	28	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	sāriputtattherassa mātupetavatthu dutiyaṃ
kn-pv-2-3	kn-pv-2-3	kn-pv	30	34	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	mattāpetavatthu tatiyaṃ
kn-pv-2-4	kn-pv-2-4	kn-pv	30	38	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	nandāpetavatthu catutthaṃ
kn-pv-2-5	kn-pv-2-5	kn-pv	30	42	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	maṭṭakuṇḍalīpetavatthu pañcamaṃ
kn-pv-2-6	kn-pv-2-6	kn-pv	30	46	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	kaṇhapetavatthu chaṭṭhaṃ
kn-pv-2-7	kn-pv-2-7	kn-pv	30	50	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	dhanapālapetavatthu sattamaṃ
kn-pv-2-8	kn-pv-2-8	kn-pv	30	52	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	cullaseṭṭhipetavatthu aṭṭhamaṃ
kn-pv-2-9	kn-pv-2-9	kn-pv	30	64	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	aṅkurapetavatthu navamaṃ
kn-pv-2-10	kn-pv-2-10	kn-pv	30	66	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	uttaramātupetavatthu dasamaṃ
kn-pv-2-11	kn-pv-2-11	kn-pv	30	68	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	suttapetavatthu ekādasamaṃ
kn-pv-2-12	kn-pv-2-12	kn-pv	30	72	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	kaṇṇamuṇḍapetavatthu dvādasamaṃ
kn-pv-2-13	kn-pv-2-13	kn-pv	30	74	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		2. ubbarīvaggo	ubbarīpetavatthu terasamaṃ
kn-pv-3-1	kn-pv-3-1	kn-pv	30	78	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		3. cūḷavaggo	abhijjamānapetavatthu paṭhamaṃ
kn-pv-3-2	kn-pv-3-2	kn-pv	30	84	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		3. cūḷavaggo	sānuvāsī petavatthu dutiyaṃ
kn-pv-3-3	kn-pv-3-3	kn-pv	30	86	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		3. cūḷavaggo	rathakārapetavatthu tatiyaṃ
kn-pv-3-4	kn-pv-3-4	kn-pv	30	86	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		3. cūḷavaggo	bhusapetavatthu catutthaṃ
kn-pv-3-5	kn-pv-3-5	kn-pv	30	90	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		3. cūḷavaggo	kumārapetavatthu pañcamaṃ
kn-pv-3-6	kn-pv-3-6	kn-pv	30	92	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		3. cūḷavaggo	seriṇīpetavatthu chaṭṭhaṃ
kn-pv-3-7	kn-pv-3-7	kn-pv	30	94	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		3. cūḷavaggo	migaluddakapetavatthu sattamaṃ
kn-pv-3-8	kn-pv-3-8	kn-pv	30	96	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		3. cūḷavaggo	dutiya migaluddakapetavatthu aṭṭhamaṃ
kn-pv-3-9	kn-pv-3-9	kn-pv	30	98	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		3. cūḷavaggo	kūṭavinicchayikapetavatthu navamaṃ
kn-pv-3-10	kn-pv-3-10	kn-pv	30	98	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		3. cūḷavaggo	dhātuviviṇṇikapetavatthu dasamaṃ
kn-pv-4-1	kn-pv-4-1	kn-pv	30	120	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	ambasakkharapetavatthu paṭhamaṃ
kn-pv-4-2	kn-pv-4-2	kn-pv	30	132	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	serissakapetavatthu dutiyaṃ
kn-pv-4-3	kn-pv-4-3	kn-pv	30	142	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	nandaka petavatthu tatiyaṃ
kn-pv-4-4	kn-pv-4-4	kn-pv	30	146	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	revatīpetīvatthu catutthaṃ
kn-pv-4-5	kn-pv-4-5	kn-pv	30	148	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	ucchupetavatthu pañcamaṃ
kn-pv-4-6	kn-pv-4-6	kn-pv	30	150	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	kumārapetavatthu chaṭṭhaṃ
kn-pv-4-7	kn-pv-4-7	kn-pv	30	152	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	rājaputtapetavatthu sattamaṃ
kn-pv-4-8	kn-pv-4-8	kn-pv	30	152	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	gūthakhādakapetavatthu aṭṭhamaṃ
kn-pv-4-9	kn-pv-4-9	kn-pv	30	154	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	gūthakhādakapetivatthu navamaṃ
kn-pv-4-10	kn-pv-4-10	kn-pv	30	156	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	gaṇapetavatthu dasamaṃ
kn-pv-4-11	kn-pv-4-11	kn-pv	30	156	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	pāṭalīputtapetavatthu ekādasamaṃ
kn-pv-4-12	kn-pv-4-12	kn-pv	30	158	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	pokkharaṇīpetavatthu dvādasamaṃ
kn-pv-4-13	kn-pv-4-13	kn-pv	30	158	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	ambarukkhapetavatthu terasamaṃ
kn-pv-4-14	kn-pv-4-14	kn-pv	30	158	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	bhogasaṃharaṇapetavatthu cuddasamaṃ
kn-pv-4-15	kn-pv-4-15	kn-pv	30	160	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	seṭṭhiputtapetavatthu paṇṇarasamaṃ
kn-pv-4-16	kn-pv-4-16	kn-pv	30	160	254	suttantapiṭake	khuddakanikāyo	petavatthupāḷi		4. mahāvaggo	saṭṭhikūṭasahassapetavatthu soḷasamaṃ
kn-thag-1-1-1	kn-thag-1-1-1	kn-thag	31	2	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	paṭhamo vaggo	subhūtittheragāthā
kn-thag-1-1-2	kn-thag-1-1-2	kn-thag	31	2	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	paṭhamo vaggo	mahākoṭṭhitattheragāthā
kn-thag-1-1-3	kn-thag-1-1-3	kn-thag	31	4	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	paṭhamo vaggo	kaṅkhārevatattheragāthā
kn-thag-1-1-4	kn-thag-1-1-4	kn-thag	31	4	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	paṭhamo vaggo	puṇṇattheragāthā
kn-thag-1-1-5	kn-thag-1-1-5	kn-thag	31	4	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	paṭhamo vaggo	dabbattheragāthā
kn-thag-1-1-6	kn-thag-1-1-6	kn-thag	31	4	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	paṭhamo vaggo	sītavaniyattheragāthā
kn-thag-1-1-7	kn-thag-1-1-7	kn-thag	31	4	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	paṭhamo vaggo	bhalliyattheragāthā
kn-thag-1-1-8	kn-thag-1-1-8	kn-thag	31	6	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	paṭhamo vaggo	vīrattheragāthā
kn-thag-1-1-9	kn-thag-1-1-9	kn-thag	31	6	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	paṭhamo vaggo	piḷindavacchattheragāthā
kn-thag-1-1-10	kn-thag-1-1-10	kn-thag	31	6	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	paṭhamo vaggo	puṇṇamāsattheragāthā
kn-thag-1-2-1	kn-thag-1-2-1	kn-thag	31	8	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	dutiyo vaggo	cūḷavacchattheragāthā
kn-thag-1-2-2	kn-thag-1-2-2	kn-thag	31	8	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	dutiyo vaggo	mahāvacchattheragāthā
kn-thag-1-2-3	kn-thag-1-2-3	kn-thag	31	8	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	dutiyo vaggo	vanavacchattheragāthā
kn-thag-1-2-5	kn-thag-1-2-5	kn-thag	31	8	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	dutiyo vaggo	kuṇḍadhānattheragāthā
kn-thag-1-2-6	kn-thag-1-2-6	kn-thag	31	8	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	dutiyo vaggo	bellaṭṭhisīsattheragāthā
kn-thag-1-2-7	kn-thag-1-2-7	kn-thag	31	10	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	dutiyo vaggo	dāsakattheragāthā
kn-thag-1-2-8	kn-thag-1-2-8	kn-thag	31	10	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	dutiyo vaggo	sigālapituttheragāthā
kn-thag-1-2-9	kn-thag-1-2-9	kn-thag	31	10	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	dutiyo vaggo	kuṇḍalattheragāthā
kn-thag-1-2-10	kn-thag-1-2-10	kn-thag	31	10	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	dutiyo vaggo	ajitattheragāthā
kn-thag-1-3-1	kn-thag-1-3-1	kn-thag	31	12	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	tatiyo vaggo	nigrodhattheragāthā
kn-thag-1-3-2	kn-thag-1-3-2	kn-thag	31	12	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	tatiyo vaggo	cittakattheragāthā
kn-thag-1-3-3	kn-thag-1-3-3	kn-thag	31	12	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	tatiyo vaggo	gosālattheragāthā
kn-thag-1-3-4	kn-thag-1-3-4	kn-thag	31	12	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	tatiyo vaggo	sugandhattheragāthā
kn-thag-1-3-5	kn-thag-1-3-5	kn-thag	31	12	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	tatiyo vaggo	nandiyattheragāthā
kn-thag-1-3-6	kn-thag-1-3-6	kn-thag	31	14	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	tatiyo vaggo	ubhayattheragāthā
kn-thag-1-3-7	kn-thag-1-3-7	kn-thag	31	14	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	tatiyo vaggo	lomasakaṅgiyattheragāthā
kn-thag-1-3-8	kn-thag-1-3-8	kn-thag	31	14	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	tatiyo vaggo	jambugāmikattheragāthā
kn-thag-1-3-9	kn-thag-1-3-9	kn-thag	31	14	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	tatiyo vaggo	hāritattheragāthā
kn-thag-1-3-10	kn-thag-1-3-10	kn-thag	31	14	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	tatiyo vaggo	uttiyattheragāthā
kn-thag-1-4-1	kn-thag-1-4-1	kn-thag	31	16	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	catuttho vaggo	gabbharatīriyattheragāthā
kn-thag-1-4-2	kn-thag-1-4-2	kn-thag	31	16	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	catuttho vaggo	suppiyattheragāthā
kn-thag-1-4-3	kn-thag-1-4-3	kn-thag	31	16	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	catuttho vaggo	sopākattheragāthā
kn-thag-1-4-4	kn-thag-1-4-4	kn-thag	31	16	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	catuttho vaggo	posiyattheragāthā
kn-thag-1-4-5	kn-thag-1-4-5	kn-thag	31	16	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	catuttho vaggo	sāmaññakānittheragāthā
kn-thag-1-4-6	kn-thag-1-4-6	kn-thag	31	16	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	catuttho vaggo	kumāraputtattheragāthā
kn-thag-1-4-7	kn-thag-1-4-7	kn-thag	31	18	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	catuttho vaggo	kumāputtasahāyakattheragāthā
kn-thag-1-4-8	kn-thag-1-4-8	kn-thag	31	18	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	catuttho vaggo	gavampatittheragāthā
kn-thag-1-4-9	kn-thag-1-4-9	kn-thag	31	18	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	catuttho vaggo	tissattheragāthā
kn-thag-1-4-10	kn-thag-1-4-10	kn-thag	31	18	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	catuttho vaggo	vaḍḍhamānattheragāthā
kn-thag-1-5-1	kn-thag-1-5-1	kn-thag	31	20	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	pañcamo vaggo	sirivaḍḍhattheragāthā
kn-thag-1-5-2	kn-thag-1-5-2	kn-thag	31	20	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	pañcamo vaggo	khadiravaniyarevatattheragāthā
kn-thag-1-5-3	kn-thag-1-5-3	kn-thag	31	20	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	pañcamo vaggo	sumaṅgalattheragāthā
kn-thag-1-5-4	kn-thag-1-5-4	kn-thag	31	20	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	pañcamo vaggo	sānuttheragāthā
kn-thag-1-5-5	kn-thag-1-5-5	kn-thag	31	20	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	pañcamo vaggo	ramaṇīyavihārittheragāthā
kn-thag-1-5-6	kn-thag-1-5-6	kn-thag	31	22	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	pañcamo vaggo	samiddhittheragāthā
kn-thag-1-5-7	kn-thag-1-5-7	kn-thag	31	22	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	pañcamo vaggo	ujjayattheragāthā
kn-thag-1-5-8	kn-thag-1-5-8	kn-thag	31	22	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	pañcamo vaggo	sañjayattheragāthā
kn-thag-1-5-9	kn-thag-1-5-9	kn-thag	31	22	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	pañcamo vaggo	rāmaṇeyyakattheragāthā
kn-thag-1-5-10	kn-thag-1-5-10	kn-thag	31	22	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	pañcamo vaggo	vimalattheragāthā
kn-thag-1-6-1	kn-thag-1-6-1	kn-thag	31	24	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	chaṭṭho vaggo	godhikattheragāthā
kn-thag-1-6-2	kn-thag-1-6-2	kn-thag	31	24	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	chaṭṭho vaggo	subāhuttheragāthā
kn-thag-1-6-3	kn-thag-1-6-3	kn-thag	31	24	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	chaṭṭho vaggo	valliyattheragāthā
kn-thag-1-6-4	kn-thag-1-6-4	kn-thag	31	24	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	chaṭṭho vaggo	uttiyattheragāthā
kn-thag-1-6-5	kn-thag-1-6-5	kn-thag	31	24	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	chaṭṭho vaggo	añjanavaniyattheragāthā
kn-thag-1-6-6	kn-thag-1-6-6	kn-thag	31	24	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	chaṭṭho vaggo	kuṭivihārittheragāthā
kn-thag-1-6-7	kn-thag-1-6-7	kn-thag	31	26	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	chaṭṭho vaggo	dutiyakuṭivihārittheragāthā
kn-thag-1-6-8	kn-thag-1-6-8	kn-thag	31	26	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	chaṭṭho vaggo	ramaṇīyakuṭikattheragāthā
kn-thag-1-6-9	kn-thag-1-6-9	kn-thag	31	26	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	chaṭṭho vaggo	kosalavihārittheragāthā
kn-thag-1-6-10	kn-thag-1-6-10	kn-thag	31	26	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	chaṭṭho vaggo	sīvalittheragāthā
kn-thag-1-7-1	kn-thag-1-7-1	kn-thag	31	28	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	sattamo vaggo	vappattheragāthā
kn-thag-1-7-2	kn-thag-1-7-2	kn-thag	31	28	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	sattamo vaggo	vajjiputtattheragāthā
kn-thag-1-7-3	kn-thag-1-7-3	kn-thag	31	28	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	sattamo vaggo	pakkhattheragāthā
kn-thag-1-7-4	kn-thag-1-7-4	kn-thag	31	28	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	sattamo vaggo	vimalakoṇḍaññattheragāthā
kn-thag-1-7-5	kn-thag-1-7-5	kn-thag	31	28	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	sattamo vaggo	ukkhepakaṭavacchattheragāthā
kn-thag-1-7-6	kn-thag-1-7-6	kn-thag	31	30	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	sattamo vaggo	meghiyattheragāthā
kn-thag-1-7-7	kn-thag-1-7-7	kn-thag	31	30	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	sattamo vaggo	ekadhammasavanīyattheragāthā
kn-thag-1-7-8	kn-thag-1-7-8	kn-thag	31	30	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	sattamo vaggo	ekudāniyattheragāthā
kn-thag-1-7-9	kn-thag-1-7-9	kn-thag	31	30	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	sattamo vaggo	channattheragāthā
kn-thag-1-7-10	kn-thag-1-7-10	kn-thag	31	30	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	sattamo vaggo	puṇṇattheragāthā
kn-thag-1-8-1	kn-thag-1-8-1	kn-thag	31	32	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	aṭṭhamo vaggo	vacchapālattheragāthā
kn-thag-1-8-2	kn-thag-1-8-2	kn-thag	31	32	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	aṭṭhamo vaggo	ātumattheragāthā
kn-thag-1-8-3	kn-thag-1-8-3	kn-thag	31	32	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	aṭṭhamo vaggo	māṇavattheragāthā
kn-thag-1-8-4	kn-thag-1-8-4	kn-thag	31	32	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	aṭṭhamo vaggo	suyāmattheragāthā
kn-thag-1-8-5	kn-thag-1-8-5	kn-thag	31	32	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	aṭṭhamo vaggo	susāradattheragāthā
kn-thag-1-8-6	kn-thag-1-8-6	kn-thag	31	32	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	aṭṭhamo vaggo	piyañjahattheragāthā
kn-thag-1-8-7	kn-thag-1-8-7	kn-thag	31	34	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	aṭṭhamo vaggo	hatthārohaputtattheragāthā
kn-thag-1-8-8	kn-thag-1-8-8	kn-thag	31	34	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	aṭṭhamo vaggo	meṇḍasirattheragāthā
kn-thag-1-8-9	kn-thag-1-8-9	kn-thag	31	34	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	aṭṭhamo vaggo	rakkhitattheragāthā
kn-thag-1-8-10	kn-thag-1-8-10	kn-thag	31	34	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	aṭṭhamo vaggo	uggattheragāthā
kn-thag-1-9-1	kn-thag-1-9-1	kn-thag	31	36	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	navamo vaggo	samitiguttattheragāthā
kn-thag-1-9-2	kn-thag-1-9-2	kn-thag	31	36	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	navamo vaggo	kassapattheragāthā
kn-thag-1-9-3	kn-thag-1-9-3	kn-thag	31	36	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	navamo vaggo	sīhattheragāthā
kn-thag-1-9-4	kn-thag-1-9-4	kn-thag	31	36	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	navamo vaggo	nītattheragāthā
kn-thag-1-9-5	kn-thag-1-9-5	kn-thag	31	36	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	navamo vaggo	sunāgattheragāthā
kn-thag-1-9-6	kn-thag-1-9-6	kn-thag	31	36	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	navamo vaggo	nāgitattheragāthā
kn-thag-1-9-7	kn-thag-1-9-7	kn-thag	31	38	0	suttantapiṭake	khuddakanikāyo	theragāthāpāḷi	1. ekakanipāto	navamo vaggo	paviṭṭhattheragāthā
