timestamp,file,line,control,handler,event,ms
2026-09-17T10:24:17.545,gui2/dpd_fields.py,1076,DpdTextField,DpdFields.commentary_focus,focus,0.0
2026-09-17T10:24:17.562,gui2/dpd_fields.py,687,DpdTextField,DpdFields._handle_generic_spell_check,blur,38.2
2026-09-17T10:24:17.562,gui2/dpd_fields_commentary.py,342,DpdTextField,DpdCommentaryField._handle_field_blur,blur,0.0
2026-09-17T10:24:17.677,gui2/dpd_fields.py,687,DpdTextField,DpdFields._handle_generic_spell_check,blur,38.3
2026-09-17T10:24:17.915,gui2/dpd_fields_family_set.py,83,DpdTextField,DpdFamilySetField._handle_blur,blur,35.8
2026-09-17T10:24:18.070,gui2/dpd_fields.py,1490,DpdTextField,DpdFields.origin_blur,blur,37.2
2026-09-17T10:24:18.127,gui2/dpd_fields.py,1636,DpdTextField,DpdFields.stem_blur,blur,33.9
2026-09-17T10:24:18.167,gui2/dpd_fields.py,1657,DpdTextField,DpdFields.pattern_change,focus,39.3
2026-09-17T10:24:18.997,gui2/pass2_add_view.py,748,ElevatedButton,Pass2AddView._click_run_tests,click,131.8
2026-09-17T10:24:20.121,gui2/pass2_add_view.py,789,ElevatedButton,Pass2AddView._click_add_to_db,click,496.0
2026-09-17T10:24:37.255,gui2/main.py,217,Page,App.on_keyboard,keyboard_event,35.1
