ābādhatīti
accāraddhavīriyanti
accasarāvuso
accassarāvuso
accāvadathāti
accayañca
accayenāti
accekacīvarānīti
accekacīvaranti
acchādehīti
acchādesīti
acchādessāmāti
acchādessāmīti
acchādessatīti
acchādethāti
acchādetukāmāttha
acchādetukāmātthāti
acchādetukāmosi
acchādetukāmosīti
acchañca
acchannopi
acchantīti
accharāsaṅghātamattampi
accharāvanaropajetaṃ
acchariyagāmiñca
acchariyamabbhutaṃ
acchariyamanussāti
acchariyamanussoti
acchariyamidaṃ
acchariyañca
acchariyañceva
acchindāpessantīti
acchindāpeyyāti
acchindatīti
acchindeyyāti
acchindissatīti
acchindīti
acchinnakanti
acchinnoti
acchissantīti
acchupemīti
acchupesīti
accimantova
accinānattañceva
accinānattañhi
accipi
accodātāti
accodātosīti
accodātoti
acetananti
ācikkhāti
ācikkhatipi
ācikkheyyāsīti
ācikkheyyāti
ācikkhissāmyanāgataṃ
ācikkhitabbanti
ācikkhīti
ācikkhitunti
aciravatabhūmijanāmo
adadamappiyo
adaḍḍhāpi
adaliddoti
adaḷiddoti
ādānampi
adantāva
adāpetvāti
ādāsakañca
ādāsamādāya
ādāsepi
adāsīti
ādāsoti
adassanaññeva
adassanapariyosānāti
adassanāti
ādātabbanti
ādātabbāti
ādātabboti
adātunti
ādāyañca
ādāyāti
addasāhaṃ
addasaṃ
addasāmāti
addasanti
addasāti
addassathāti
aḍḍhabeluvāhārāpi
addhabhūtañca
addhabhūtanti
aḍḍhāceva
addhadaṇḍakehipi
aḍḍhadaṇḍakehipi
aḍḍhadukañca
addhāhaṃ
aḍḍhakahāpaṇenapi
aḍḍhakāyova
aḍḍhakosakāhārāpi
aḍḍhakusimpi
aḍḍhamaṇḍalampi
addhamāsāpi
addhamāsikampi
aḍḍhamāsikampi
addhānamaggappaṭipannassāti
addhānañca
addhānanti
aḍḍhaporisampi
addhāti
addhāvuso
addhāyasmā
addhāyasmantehi
aḍḍhenagghaṃ
aḍḍhova
addhunāti
addhuvaṃyeva
addhuvāva
addhuvoti
adesentopi
adhakkhakanti
adhammacariyāvisamacariyāti
adhammādhammiyena
adhammakammañca
adhammakammañceva
adhammañca
adhammanti
adhammavādītipi
adhammenapi
adhammenāti
adhammikañca
adhammikenamhi
adhammikenāsi
adhammoti
adhanova
adharakāyova
ādhāvantipi
ādhāvissantipi
ādhāyāti
adhicittampi
adhidevāti
adhidevātipadesu
adhigacchateva
adhigacchatīti
adhigacchetheva
adhigaccheyyāmāti
adhigaccheyyanti
adhigaccheyyāti
adhigacchinti
adhigamāyāti
adhigamissatīti
adhigaṇhātīti
adhigantabbanti
adhigatamidaṃ
adhigatenekaccena
adhigatoti
adhikakkañca
adhikaraṇakārakehīti
adhikaraṇampi
adhikaraṇanti
adhikaraṇassāti
adhikārañca
adhikaraṇeti
adhimānāti
adhimānenapi
adhimānenāti
adhimattanti
adhimattāpi
adhimocehīti
adhimocitanti
adhimucceyyāti
adhimuttacittanti
adhipaññādhammavipassanāyāti
adhipaññādhammavipassanāyāti
adhipaññampi
adhipaññañca
adhipaññanti
adhipaññāsikkhāsamādāneti
adhipaññāsikkhāyāti
ādhipateyyānīti
adhipatipaccayo
adhipatīti
adhippāyañca
adhippāyoti
adhisallekhatevāyaṃ
adhisallikhatevāyaṃ
adhisīlampi
adhiṭṭhahantopi
adhiṭṭhaheyyāti
adhiṭṭhānañca
adhiṭṭhātabbanti
adhiṭṭhāyāti
adhivacanañca
adhivacananti
adhivāsanāpahātabbaāsava
adhivāsetunti
adhivāsetveva
adhivutthañca
adhivuṭṭhañca
adhivuṭṭhomhi
adhogāmininti
adhuvaṃyeva
ādibrahmacariyakānīti
ādibrahmacariyakoti
ādibrahmacariyanti
ādibrahmacariyikāti
ādiccabandhunanti
ādiccaṅgena
ādiccova
ādiccovudayaṃ
ādikammikānanti
ādikammikassāti
ādikammikāyāti
ādikeneva
ādimaddasa
ādimpi
ādiṃyeva
ādīnavañca
ādīnavasaññāparicitañca
ādīnavāti
ādīnavoti
adinnādānampāhaṃ
adinnādānañcāhaṃ
adinnādāyinopi
adinnamicchā
adinnampi
adinnaṃyeva
ādisova
adissamānenapi
adissathāti
adisvāva
ādittanti
ādittassu
ādittatohaṃ
ādittāva
ādiyamānāyāti
ādiyamānoti
ādiyantissa
ādiyasīti
ādiyathāti
ādiyatīti
ādiyeva
ādiyeyyāmāti
ādiyeyyāti
ādiyissatīti
ādiyīti
adosoti
adosova
adubbhāyāti
adukkhamasukhampi
adukkhamasukhaṃyeva
adukkhamasukhañce
adukkhamasukhāpi
adukkhamasukhasukhumasaccasaññīyeva
adukkhamasukhavedaniyañca
adukkhamasukhavedaniyañcāti
adukkhamasukhāyapi
aduṭṭhacittoti
aduṭṭhullāpattīti
āgacchāhīti
āgacchāmāti
āgacchāmīti
āgacchantaggikhandhāva
āgacchantīti
āgacchantūti
āgacchasīti
āgacchathāti
āgacchāti
āgacchatipi
āgacchatīti
āgacchatūti
āgacchatūtica
āgaccheyyāhaṃ
āgaccheyyāmahaṃ
āgaccheyyanti
āgaccheyyāsīti
āgaccheyyāti
āgaccheyyunti
āgacchissatīti
āgacchumuttamakulīnā
agadaṅgārassapi
āgāḷhenapi
agamaṃsūti
agamāsīti
āgamayamānassāti
āgamayamānassāti
āgamehīti
āgamentūti
āgamessāmahaṃ
āgamessāmīti
āgamessatīti
āgametabbanti
āgamethāti
āgamethāvuso
āgametūti
āgamimhāti
āgamissatīti
agamitthāti
āgamoti
āgantabbanti
āgantukabhattanti
agārantveva
agārasmānagāriyaṃ
agāravañca
agārāvaraṇā
agāravāti
agāravupakkilesā
agārikabhūtoti
agāriyabhūtoti
agarukatvāti
agarūti
āgatamhāsi
āgatanti
agatapubbañceva
āgatāti
āgatatthāti
agatigamanānīti
āgatiñca
āgatosīti
āgatoti
aggadānanti
aggadhammañca
aggahesinti
aggahesīti
aggaḷaṭṭhapanāyāti
aggamakkhāyatīti
aggañca
aggānīti
aggaññañcāhaṃ
aggaññapaññattikathā
aggaññeva
agganti
aggapadasminti
aggapaññattiyoti
aggapiṇḍanti
aggappasādasuttagāthā
aggappasādāti
aggavīmaṃsanāvisaṃ
aggidaḍḍhova
aggihuttaṃva
aggihuttañca
aggihuttanti
aggikhandhaṃva
aggikhandhāva
aggikkhandhāti
aggimpi
aggiṃva
aggiñcepi
aggipāricariyañca
aggīpi
aggisaha
aggisālamhīti
aggisaraṇamhīti
aggisatāni
aggisminti
aggīti
aggīva
aggivessanāti
aggohamasmi
aggoti
aghabhūtanti
aghamūlañca
aghamūlanti
aghañca
aghanti
āghātapaṭivinayāti
āghātāti
āghātavatthūnīti
āghātavinayā
āghātetvāti
agilānassāti
agilānenapi
aguttadvāroti
aguttadvārova
aguttañca
aguttānidha
agyāgāranti
agyāgāreti
ahamādarena
ahamakkhāmi
ahamakkhāmi
ahamamhi
ahamāmisadhammānuggahena
ahamanuggahena
ahamanusāsāmi
ahamanusāsaniyāti
ahamanusāsissāmīti
ahamapi
ahamassa
ahamaṭṭhitomhi
ahamaṭṭhitomhīti
ahamāvuso
ahamāyāciṃ
ahamayyassa
ahametaṃ
ahamettha
ahamevetaṃ
ahamovādena
ahampajja
ahampamhi
ahampāssaṃ
ahaṃpāssaṃ
ahampāvuso
ahaṃpāyasmante
ahampāyasmantehi
ahampetaṃ
ahampismi
āhaṃsūti
ahamujjhitvā
ahañcamhi
ahañcānanda
ahañcetaṃ
ahañceveko
ahañcimaṃ
āharāmāti
āharāmīti
āhārañca
āhāranirodhañca
āhārapaccayāti
āhārapaṭikūlapaccavekkhaṇapāṭhaṃ
āhārapaṭikūlapaccavekkhaṇapāṭho
āharāpeyyāsīti
āhārasamudayañca
āharasīti
āharathāti
āharāti
āhārāti
āharāvuso
āharayya
āharesīti
āhāretīti
āhareyyanti
āhareyyassāhaṃ
āhareyyāti
āhāreyyunti
āhariṃsūti
āharissāmīti
āharissantīti
āharissathāti
āharissatīti
āharitanti
āharīti
āharīyatanti
āhariyatūti
āharīyatūti
āhariyissatīti
āhariyyatūti
āhāti
ahesunti
ahetuappaccayāti
ahetukavādoti
ahiṃsakāhaṃ
ahiṃsakoti
āhiṇḍāmāti
āhiṇḍāmāti
āhiṇḍantīti
āhiṇḍantomhi
āhiṇḍissantīti
ahīnindriyanti
ahirikamūlakā
ahirikañca
ahirīkañca
ahirikoyaṃ
ahitamanussarāmi
ahitamapi
ahitañca
ahorattamatanditaṃ
ahosāhaṃ
ahosinti
ahosīti
ahovatime
ahunaññeva
āhuneyyāti
ahūti
ahuvamheva
ahuvatthāti
ajaddhukanti
ajaddhumārikanti
ajajjaragāmiñca
ajajjarañca
ājānāmā
ajānameva
ājānāmīti
ajānaṃyeva
ajānaññeva
ajānantassāti
ājānāsīti
ājāneyyāmāti
ājāneyyanti
ājāneyyāthāti
ājāneyyāti
ājānissāmāti
ājānissāmīti
ājānissantīti
ājānissatīti
ājānīyabhojanañca
ājānīyaparimajjanañca
ājānīyāti
ājānīyāva
ājānīyeva
ajarañca
ajeḷakañceva
ajeṭṭhāpacāyinoti
ajinakkhipampi
ajinampi
ajitāti
ajitopi
ājīvaparisuddhampi
ājīvotipi
ajjāhaṃ
ajjāhamhi
ajjamhi
ajjāpi
ajjatanāmiva
ajjatanāmiva
ajjatañca
ajjāti
ajjaṭṭhamī
ajjavañca
ajjevaṃ
ajjhācaritunti
ajjhagamopanīto
ajjhagāti
ajjhāpajjantoti
ajjhāpannakāpi
ajjhāpannanti
ajjhāpannāti
ajjhāpannosi
ajjhāpannosīti
ajjhāpannoti
ajjhaparaṃ
ajjhattabahiddhārūpeti
ajjhattabāhirāti
ajjhattameva
ajjhattamevujjalayāmi
ajjhattamevupasame
ajjhattaṃyeva
ajjhattaññeva
ajjhattapañcakaṃ
ajjhattārammaṇā
ajjhattarūpeti
ajjhattasaṃyojanañca
ajjhattasantīti
ajjhattikañce
ajjhattikañcepi
ajjhattikañceva
ajjhattikāneva
ajjhāvasāmīti
ajjhāvasantopi
ajjhāvasantoti
ajjhāvasasīti
ajjhāvasāti
ajjhāvasatīti
ajjhāvaseyyāmāti
ajjhāvaseyyanti
ajjhāvasinti
ajjhāvasitunti
ajjhāyakopi
ajjhosānañca
ajjhosānanti
ajjhosānāti
ajjhositunti
ajjhupagatāti
ajjhupagatoti
ajjhūpagatoti
ajjhupekkhasīti
ajjhupekkheyyāmāti
ajjhupeyyanti
ajjukassāti
ajjukoti
ajjuposathoti
akacchoti
akālacāriñhi
akālavādītipi
akālenāyasmā
akallakoti
akampitthāti
akaṇikaṅganti
akaṇikanti
ākaṅkhamānenāti
ākaṅkhamānoti
ākaṅkhamānova
ākaṅkhasīti
ākaṅkheyyasuttaṃ
ākaṅkheyyāti
ākaṅkheyyuñce
akantarūpaṃyeva
akantarūpaṃyeva
akantarūpaññeva
ākappasampannenāti
akappiyampi
akāpurisasevitoti
akaramhāti
akaramheva
akāraṇeti
akaraṇīyanti
akaraṇīyāti
akaraṇīyāva
ākāravatītveva
akāriyanti
akarontañhi
akarontopi
ākāsadhāturevesā
ākāsadhātuyāpi
ākāsagottoti
ākāsakasiṇameko
ākāsānañcāyatanampāhaṃ
ākāsānañcāyatanampi
ākāsānañcāyatananti
ākāsānañcāyatanaparamāhaṃ
ākāsānañcāyatanasamāpattiyāpi
ākāsānañcāyatanasaññāyāti
ākāsānañcāyatanasukhumasaccasaññīyeva
ākāsañce
ākāsañceva
ākāsasamañhi
akāsepi
ākāsepi
ākāseva
akāsinti
akasiralābhinoti
akasiralābhīti
akasireneva
akāsīti
ākāsoti
ākāsova
akatakammehipi
akatamallakanti
akatampi
akatañca
akatañceva
akataññūsi
akataññutākataveditāya
akatanti
akatasahāyoti
akaṭayūsanti
akathaṃkathīti
akathaṅkathīti
akaṭṭhapākimaṃ
akatthāti
akatvākusalaṃ
akevalaṃyeva
akhalitamabhayaṃ
akhārikampi
akhārikehipi
akhilamanimittamakaṇṭakaṃ
akhilodha
ākiñcaññaṃyeva
ākiñcaññañhi
ākiñcaññāyatanameke
ākiñcaññāyatanameko
ākiñcaññāyatanampāhaṃ
ākiñcaññāyatanampi
ākiñcaññāyatananti
ākiñcaññāyatanaparamāhaṃ
ākiñcaññāyatanasamāpattiyāpi
ākiñcaññāyatanasaññāyāti
ākiñcaññāyatanasukhumasaccasaññīyeva
ākiñcaññāyatanūpapattiyāti
ākiṇṇamanussañca
ākiṇṇamanussāti
ākirantepi
ākirāti
akiriyavādoti
akissavanti
akittiñca
akkamissantīti
akkamitunti
akkhacchinnova
akkhacchinnovajhāyati
akkhadhuttehīti
akkhānañca
akkhantiyāti
akkharappabhedānaṃ 
akkharasaññitaopamagāḷhaṃ
akkharikāyapi
akkhāsīti
akkhātabbānīti
akkhātampi
akkhāyatīti
akkhenapi
akkhenapi
akkheyyañca
akkhīnipissa
akkodhañca
akkodhanonupanāhī
akkosabhaṇḍanasīlaṃ
akkosameva
akkosantīti
akkosatipi
akkosatopi
akkosenapi
akkoseyyapi
akkosissantīti
akkuṭṭhopi
ākoṭanakkhamañca
ākoṭehīti
ākoṭentipi
akovidāti
akuppadhammopi
akuppadhammopīti
akuppanti
akuppapañcamaṃ
akusalamūlañca
akusalamūlānīti
akusalañca
akusalanti
akusalāpi
akusalarāsīti
akusalavitakkāti
akusaloti
alabbhametaṃ
alābhakenapi
alābhopi
alābūneva
alajjīnañca
alamariyañāṇadassanavisesanti
alamatthadasatarāti
alamatthadasataroti
ālambanabāhanti
alaṃkammaniyeti
alaṃvacanāyāti
alaṅkammaniyeti
alaṅkarāti
alaṅkarothāti
alaṅkāroti
ālapanādhivacanametaṃ
ālapatīti
alāpūneva
āḷārasseva
ālassañca
alasvāyaṃ
ālasyānālasyañca
ālasyañca
ālasyānuyogeti
alattakakatāpādā
alatthamhā
alatthamhāti
āḷavakoti
āḷavigotamo
ālayamālayesinī
ālayanti
ālimpāti
āḷimpessāmāti
āḷimpetunti
alīnenāppagabbhena
allakappakāpi
allānipi
allānīti
alobhoti
alobhova
alohitāsi
ālokakarātipi
ālokasandhiparikammāyāti
aloṇikampi
aloṇikehipi
amaccharāti
amaccharīti
amacchariyañca
amaggakusaloti
amāhaṃ
amajjañca
āmakalohitanti
āmalakañca
amanāpanti
amanāparūpaṃyeva
amanāparūpaññeva
amanāpāti
amanāpenapi
amanāpoti
amanasikārādhikaraṇañca
amanasikāroti
amaññimhāti
amaññitamānena
amanoramāpi
amantāti
āmantehīti
āmantesīti
āmantetīti
amanussānamaddasuṃ
amanussāpi
amanussopi
amaraṇanti
amarāti
āmasissatīti
amatadundubhinti
amatadundubhītipi
amatagāmimaggoti
amatagāminanti
amatagāmiñca
amatamadhigacchiṃ
amatañca
amatañceva
amatanti
amatapariyosānānīti
amatapariyosānanti
amatapariyosānāti
amatappattoti
amatapphalampi
āmāti
amatogadhadvādasakī
amatogadhamanuppattaṃ
amattaññūti
amāyāvīti
āmāyya
āmayye
āmāyye
ambakāyāti
ambapālikāyāti
ambapāliṃ
ambapāliñca
ambapālivaneti
ambapesikanti
ambassāti
ambaṭṭhaṃyeva
ambaṭṭhasuttādiṭīkā
ambaṭṭhāti
ambaṭṭhopi
ambavaneti
ambilaggehipi
ambilampi
ambukasañcariravitaṃyeva
amhākameva
amhākaṃpetaṃ
amhākañca
amhākañcāti
amhākañceva
amhākaññeva
amhākanti
amhampi
amhāti
amhehete
amhehipi
amhehīti
amhepi
amhesūti
amheva
āmisadānānamagganti
āmisadānañca
āmisadāyādāti
āmisadāyādoti
āmisahetūti
āmisakiñcikkhahetupi
āmisaṃva
āmisaratanañca
āmisātitheyyañca
āmisavepullañca
amissīkatamevassa
amittāpi
amittatopi
amittāva
amitteneva
ammāti
ammāti
āmobhāsantiādinā
āmodayāmahaṃ
amohoti
amohova
āmoti
aṃsabaddhañca
amukañca
amukasmiñca
amūlañca
amūḷhavinayañca
amusmiñca
amutrāsiṃ
anabhijānanti
anabhijjhālūhamasmi
anabhijjhālunopi
anabhijjhañce
anabhijjhāti
anabhinanditāti
anabhiratisaññino
anabhisambuddhāti
anabhisaṅkhaccavimuttaṃ
anabhisaṅkhārañca
anabhissaroti
anācārañca
anācariyakoti
anādariyañca
āṇādhanamissariyaṃ
anāgamananti
anāgāmināpi
anāgāmiphalampi
anāgāmiphalañca
anāgāmitāti
anāgāmitāyāti
anāgāmīti
anagārameti
anagāriyanti
anagārūpanissayoti
anāgatamaddhānanti
anāgatampāhaṃ
anāgataṃpāhaṃ
anāgatampi
anāgatañca
anāgatañcepi
anāgatārammaṇā
anāgatāti
anāgatatthañca
anāgatoti
anāhārañca
anājānīyāti
anājānīyeva
anajjhositāti
anakkhātaṃyeva
analanti
analasañca
anālayagāmiñca
anālayañca
anallagattāva
anallīnagattāva
ānandāti
ānandenāti
ānandeti
ānandopi
ānandoti
ānandova
anaṅgaṇānaṃyeva
anaṅgaṇova
anaññanti
anaññaposimaññātaṃ
anaññathābhāvimanaññaneyyaṃ
anaññathametaṃ
aṇaṇosi
anantajinoti
anantarapaccayo
anantarapadattayepi
anantarasuttaṭīkāya
anantarāvimokkhāsiṃ
anantarāyikinīti
anantarikassāpi
ānantarikassāpi
anantevāsikamidaṃ
anantevāsikoti
ananuññātanti
ananuññātāti
ananuppattañca
anānupuṭṭhova
ananuruddhaappaṭiviruddhassāti
ananuruddhaappaṭiviruddhassāvuso
ananussaritāva
ananussutakūṭañca
ananuvijjoti
ananuyuttoti
ānaṇyamuttamanti
anapaloketvāti
anapaloketvāva
ānāpānassatinti
ānāpānassatisuttapāṭhaṃ
anāpannomhi
anāpannosi
anāpattīti
āṇāpehīti
anapekkhāva
anapekkhinanti
anapekkhova
āṇāpetunti
anappakanti
anāpucchāti
anarahantova
anārammaṇamevetaṃ
anariyadhammañca
anariyamaggañca
anariyasukhañca
anariyavohārāti
anasanamaraṇanti
anāsañca
anāsañcepi
anāsavagāmiñca
anāsavañca
anāsavanti
anāsavasukhañca
anāsavasukhanti
anāsavāti
anāsavoti
anāsitakoti
anassāsikāneva
anassāsikanti
anatagāmiñca
anatañca
anāthapiṇḍikoti
anāthāti
anāthāyāti
anatikkamanīyāti
anatikkamanīyeti
anatikkamanīyoti
anatimānīti
anatītāti
anatītoti
anattadhammoti
anattamanatañca
anattamanāti
anattamanavacanāhaṃ
anattamanavacanāyaṃ
anattamanoti
anattanāva
anattaneyyametaṃ
anattasaññāparicitañca
anattāti
anatthampi
anatthañca
anatthapucchakabrāhmaṇavatthu
anatthasaṃhitanti
anatthasaṃhitāti
anatthasaṃhitenāyasmā
anatthasañhitaṃ
anatthavādītipi
āṇattiyeva
anavajjaṃyeva
anavajjañca
anavajjānīti
anavajjanti
anavajjasukhassetaṃ
anavajjāti
anavajjenamhi
anavakāsatañca
anavaññattikāmoti
anavasesāpattīti
anavassutapariyāyañca
anavassutoti
anāvaṭanti
anāvayhampi
anavayoti
anāvikatvāti
añchāmīti
aṇḍajeva
aṇḍakosamhāti
andhakāraṃva
andhakavindadvādasaṃ
andhaṃva
andhañca
andhohaṃ
andhova
andhovaṭṭo
andūtipi
anekaṃsikāpi
anekānañca
anekānipi
anekapariyāyenapi
anekapariyāyenāti
anekarūpampi
anekasākhañca
anekāti
anekāti
anekavihitampi
anekavihitañca
anekepi
aneḷamūgoti
ānemāti
ānemīti
āneñjañce
āneñjavipattisampadā
ānessāmīti
ānessatīti
ānethāti
ānetunti
aṅgaṃtveva
aṅgaṇanti
aṅganti
aṅgantveva
aṅgapaccaṅgānanti
aṅgapaccaṅganti
aṅgarāgañca
aṅgārakāsuṃva
aṅgīrasassappaṭimassa
aṅgulimāloti
aṅgulimuddikāti
aṅgulipabbamattampi
aṅgulipabbatemanamattampi
aṅguliyāpi
aṅguttarasamāyutā
aṅguttarasamāyutāti
aṅguttarepi
anibbānasaṃvattanikoti
anibbānasaṃvattanikotipi
aniccadhammoti
aniccadukkhaanattapahānaṃ
aniccadukkhaanattato
aniccaṃyeva
aniccaññeva
aniccanti
aniccānupassinoti
aniccānussati
aniccānussatipāṭhaṃ
aniccasaññañhi
aniccasaññāparicitañca
aniccatāti
aniccatāyeva
aniccāti
aniccāva
anicceyeva
aniccoti
anidassanagāmiñca
anidassanañca
anidassanāppaṭighā
āṇidvāreva
aniggataratanaketi
anīghoti
anīkadassanampi
anīkarattañca
aniketamasanthavaṃ
aniketasārīti
anikkhantarājaketi
anilopi
animittācetovimuttīti
animittamanaññātaṃ
animittañca
animittāsi
anipphaloti
anirākatajjhānoti
anisāmayatthaṃ
ānisaṃsāti
āṇisaṅghāṭova
anissitāyāti
ānītāti
anītikadhammagāmiñca
anītikadhammañca
anītikagāmiñca
anītikañca
aniṭṭharūpaṃyeva
aniṭṭharūpaññeva
ānīyatanti
aniyatoti
aniyatuddeso
añjalīhipi
añjaliñca
añjanimpi
añjaniñca
añjaninti
añjanisalākampi
añjanisalākanti
añjanīva
añjanīvaṇṇavā
aṅkeneva
aṅkusaggahoti
aṅkusamādāya
annabhāranesādānampi
aññābyākaraṇānīti
aññadāpi
aññadeva
aññadeva
aññādisoti
aññamaññamagāravā
aññamaññampi
aññamaññampime
aññamaññañca
aññamaññapaccayo
aññamaññavuṭṭhāpanenāti
annamevābhinandanti
aññamiva
annampi
aññampi
aññāṇadukkhāti
annānamatho
annañca
aññañca
aññānipi
aññāpekkhova
aññāpi
aññāsamatimaññihaṃ
aññāsīti
aññasmi
aññāssa
aññātabbanti
aññātakāti
aññātakoti
aññātametaṃ
aññātameva
aññataraitthivatthu
aññataramahāsālaṃ
aññatarampi
aññataraññatarenāti
aññatarāpi
aññatarāti
aññatarenāti
aññatareti
aññataropi
aññataroti
aññātāroti
aññathādhammohamasmīti
aññathāpi
aññathāsaññinopi
aññathāti
aññathātipi
aññathattanti
aññathattāyāti
aññathāva
aññātikāti
aññātikāyoti
aññatitthiyabhūmijo
aññatitthiyapeyyālaṃ
aññatramariyehi
aññatrāpi
aññātunti
aṇṇavamūpamaratanasucittaṃ
aññehīti
aññeneva
aññepi
aññepissa
aññesampi
